model,image,prediction,ground truth,1-NED,difflib ratio,difficult image
google ocr,69,ayqyb-d,ayqyb-d,1.0,1.0,
google ocr,70,,PPRc8cP,0.0,0.0,
google ocr,71,10005JX,l0Oo5JX,0.5714285714285714,0.5714285714285714,
google ocr,72,+Zube6w,tZube6W,0.7142857142857143,0.7142857142857143,
google ocr,73,KJ5XuOf,KJ5Xu0f,0.8571428571428572,0.8571428571428571,
google ocr,74,LJcxQwF,LJcxQwF,1.0,1.0,
google ocr,75,nun Ym7,n11nYm7,0.5714285714285714,0.7142857142857143,
google ocr,76,,qJT8jXQ,0.0,0.0,yes
google ocr,77,ot1XORC,pt1XQRC,0.7142857142857143,0.7142857142857143,
google ocr,78,YIKxVTY,yIkxVTY,0.7142857142857143,0.7142857142857143,
google ocr,79,PbntXS,PbntXS-,0.8571428571428572,0.9230769230769231,
google ocr,80,7e6wMEE,7e6wMEE,1.0,1.0,
google ocr,81,CKTESUME,TKTEsuM,0.5,0.5333333333333333,
google ocr,82,501Nkd.,50TNkd7,0.7142857142857143,0.7142857142857143,
google ocr,83,otb510S,otb51QS,0.8571428571428572,0.8571428571428571,
google ocr,84,21srAhl,21srAhI,0.8571428571428572,0.8571428571428571,
google ocr,85,7wtcdku,7wtcdKu,0.8571428571428572,0.8571428571428571,
google ocr,86,₂HiZhBH,2H1ZhBH,0.7142857142857143,0.7142857142857143,
google ocr,87,SEGOCIVE.,G6OG1YG,0.11111111111111116,0.25,yes
google ocr,88,HprkqtU,HprKqtU,0.8571428571428572,0.8571428571428571,
google ocr,89,Pc9fcjM,Pc9fcjM,1.0,1.0,
google ocr,90,vsgkool,vs9kooB,0.7142857142857143,0.7142857142857143,
google ocr,91,75eGiyd,Z5eGiYd,0.7142857142857143,0.7142857142857143,yes
google ocr,92,GfoXqeY,GfoXqeY,1.0,1.0,
google ocr,93,IYxY7NK,lYxY7NK,0.8571428571428572,0.8571428571428571,
google ocr,94,wElghqE,wElqhqB,0.7142857142857143,0.7142857142857143,
google ocr,95,WFDs6DO,WFDs6DO,1.0,1.0,
google ocr,96,,ZYkvXnh,0.0,0.0,
google ocr,97,TNXOUGH,rNxOUGw,0.5714285714285714,0.5714285714285714,
google ocr,98,6PKWEF4,6PkWEF4,0.8571428571428572,0.8571428571428571,
google ocr,99,Ec31B-,iEc3tB-,0.7142857142857143,0.7692307692307693,
google ocr,100,oyHXZtD,oyHXZtD,1.0,1.0,
google ocr,101,mzqr9HW,mzqr9HW,1.0,1.0,
google ocr,102,OqwizaM,OqwizaM,1.0,1.0,
google ocr,103,OrPknkS,OrPkhkS,0.8571428571428572,0.8571428571428571,
google ocr,104,BdbSXpO,BdbSXp0,0.8571428571428572,0.8571428571428571,
google ocr,105,2dxOhH7,2dxOhH7,1.0,1.0,
google ocr,106,Mtocliy,Mt0cIiy,0.7142857142857143,0.7142857142857143,
google ocr,107,N8GLgfS,N8GLgf8,0.8571428571428572,0.8571428571428571,
google ocr,108,xdRGUZD,xdRGuZD,0.8571428571428572,0.8571428571428571,
google ocr,109,LNYF2MS,LxyF2MS,0.7142857142857143,0.7142857142857143,
google ocr,110,OIG-4MAD,OIG4mA0,0.625,0.6666666666666666,
google ocr,111,BaL6MIH,BaL6MlH,0.8571428571428572,0.8571428571428571,
google ocr,112,vaND87,vaND87j,0.8571428571428572,0.9230769230769231,
google ocr,113,V8zYY3H,V8zYy3H,0.8571428571428572,0.8571428571428571,
google ocr,114,5-rg06z,5-rg06z,1.0,1.0,
google ocr,115,193T8CN,l93T8cN,0.7142857142857143,0.7142857142857143,
google ocr,116,shp6jib,xhp6jiB,0.7142857142857143,0.7142857142857143,
google ocr,117,YC93019,YC930t9,0.8571428571428572,0.8571428571428571,
google ocr,118,VX-10xh,vX-10xh,0.8571428571428572,0.8571428571428571,
google ocr,119,p-BGnU,pHBGnUx,0.7142857142857143,0.7692307692307693,yes
google ocr,120,,LJ6SEpD,0.0,0.0,
google ocr,121,,tQwLZch,0.0,0.0,
google ocr,122,,TEXpMcg,0.0,0.0,
google ocr,123,InzwnUP9,nzwnUP9,0.875,0.9333333333333333,
google ocr,124,vTuJ5C1,vTuJ5C1,1.0,1.0,
google ocr,125,AqmOTZ,sAqmOTZ,0.8571428571428572,0.9230769230769231,
google ocr,126,HfCwl-j,HfCwl-j,1.0,1.0,
google ocr,127,,9lx3cDt,0.0,0.0,yes
google ocr,128,буН7МОх,6yH7MOx,0.1428571428571429,0.14285714285714285,
google ocr,129,,1tghgXb,0.0,0.0,
google ocr,130,soEhSkC,soEhSkC,1.0,1.0,
google ocr,131,p8Plapq,p8Plapq,1.0,1.0,
google ocr,132,uZzxovs,uZ3xovs,0.8571428571428572,0.8571428571428571,
google ocr,133,9vP-Ieq,9vP-Ieq,1.0,1.0,
google ocr,134,j+5HMSJ,jt5HMSJ,0.8571428571428572,0.8571428571428571,
google ocr,135,Ug4y--R,Ug4y--R,1.0,1.0,
google ocr,136,,HFc8Mbt,0.0,0.0,
google ocr,137,63golEp,63goIEp,0.8571428571428572,0.8571428571428571,
google ocr,138,vmqxGHC,vmgxGHC,0.8571428571428572,0.8571428571428571,
google ocr,139,"-
FVEfm",dFVEfmg,0.5714285714285714,0.7142857142857143,
google ocr,140,ZhKdeum,7hKdeum,0.8571428571428572,0.8571428571428571,
google ocr,141,7duDL7t,7duDL7t,1.0,1.0,
google ocr,142,n14k77L,n14k77L,1.0,1.0,
google ocr,143,Sxfojke,SxfoJkq,0.7142857142857143,0.7142857142857143,
google ocr,144,pKRBtv/,pKRBfv7,0.7142857142857143,0.7142857142857143,
google ocr,145,776b4Mm,776b4Mm,1.0,1.0,
google ocr,146,Vuluz,tVuluzJ,0.7142857142857143,0.8333333333333334,
google ocr,147,ZWQKFO,pZWQkFe,0.5714285714285714,0.6153846153846154,
google ocr,148,"-
tz4",Ntz4MQ8,0.2857142857142857,0.5,yes
google ocr,149,SOTZ DIO,3or2Dm8,0.125,0.13333333333333333,
google ocr,150,VqwLjCp,VqwLjCp,1.0,1.0,yes
google ocr,151,OPmNcLW,0PmNcLW,0.8571428571428572,0.8571428571428571,
google ocr,152,MGojMPE,MGojMPE,1.0,1.0,
google ocr,153,5jQ4Qep,5jQ4Qep,1.0,1.0,
google ocr,154,J,B5CszKV,0.0,0.0,yes
google ocr,155,F6MLQDB,F6MLQDB,1.0,1.0,
google ocr,156,mybwel,hybwcUI,0.4285714285714286,0.46153846153846156,
google ocr,157,xFIZ301,xFlZ30l,0.7142857142857143,0.7142857142857143,yes
google ocr,158,2BZEYqq,2BZEYqq,1.0,1.0,
google ocr,159,gLm1bfD,gLm1bfD,1.0,1.0,
google ocr,160,wByqqxZ,wByqqxZ,1.0,1.0,
google ocr,161,,yGlsanI,0.0,0.0,yes
google ocr,162,Glogniz,GfoqnN2,0.4285714285714286,0.42857142857142855,
google ocr,163,tXtozniP,tXtOznH,0.625,0.6666666666666666,
google ocr,164,shvrj EC,shvtjEC,0.75,0.8,
google ocr,165,Zbtqz3,1Zbtqz3,0.8571428571428572,0.9230769230769231,
google ocr,166,,qD8ZoNU,0.0,0.0,yes
google ocr,167,aDjiQu4,aDjiQu4,1.0,1.0,
google ocr,168,F31V4Y-,F31V4Y-,1.0,1.0,
google ocr,169,mEboLoa,mEboLoa,1.0,1.0,
google ocr,170,FWywaob,FWywaob,1.0,1.0,
google ocr,171,BFQK9A8,BFQk9A8,0.8571428571428572,0.8571428571428571,
google ocr,172,iTiUuwo,iTiUuwo,1.0,1.0,
google ocr,173,ecmBBIV,ecmBBlV,0.8571428571428572,0.8571428571428571,
google ocr,174,"spappe
XUWhOFF",XUWh0FF,0.4285714285714286,0.5714285714285714,
google ocr,175,Va3oTj6,Va3oTj6,1.0,1.0,
google ocr,176,ITST14,x1TsTI4,0.4285714285714286,0.3076923076923077,
google ocr,177,FLY3FOF,FLY3FOF,1.0,1.0,
google ocr,178,Virkem,qchHcHw,0.0,0.0,yes
google ocr,179,ZB60VNO,ZB6oVNo,0.7142857142857143,0.7142857142857143,
google ocr,180,iLocygl,iLocy9l,0.8571428571428572,0.8571428571428571,
google ocr,181,kspt-ad,kspt-ad,1.0,1.0,
google ocr,182,19 Toldb,i9ToIDb,0.5,0.5333333333333333,
google ocr,183,RK30DN5,RK30DN5,1.0,1.0,
google ocr,184,PgIntAO,PglntAO,0.8571428571428572,0.8571428571428571,
google ocr,185,,-k6qceX,0.0,0.0,
google ocr,186,TW VI,HwVCgYg,0.0,0.16666666666666666,
google ocr,187,"aOQVXO
√XC",1aOQVXO,0.5,0.7058823529411765,
google ocr,188,,GrvKMzW,0.0,0.0,yes
google ocr,189,8XgqJxY,8XgqJxY,1.0,1.0,
google ocr,190,YLXV-CO,YLxv-C0,0.5714285714285714,0.5714285714285714,
google ocr,191,Q6D7kUo,Q6D7kUo,1.0,1.0,
google ocr,192,usFSWTa,usFSWTa,1.0,1.0,
google ocr,193,G4bZque,G4bZque,1.0,1.0,
google ocr,194,WTLX6B,oWTLX6B,0.8571428571428572,0.9230769230769231,
google ocr,195,,Yr1bTm9,0.0,0.0,yes
google ocr,196,ff5uRmk,tf5uRmK,0.7142857142857143,0.7142857142857143,
google ocr,197,89d0,g89dOxA,0.4285714285714286,0.5454545454545454,
google ocr,198,Ha200tx,Ha2o0tx,0.8571428571428572,0.8571428571428571,
google ocr,199,311,5vYiWem,0.0,0.0,yes
google ocr,200,f9vLywo,f9vLywO,0.8571428571428572,0.8571428571428571,
google ocr,201,,-dJKYAT,0.0,0.0,yes
google ocr,202,j7ly8nZ,j7ly8nZ,1.0,1.0,
google ocr,203,OVNT4GH,ovnT4GH,0.5714285714285714,0.5714285714285714,
google ocr,204,li6e7cJ,li6e7cJ,1.0,1.0,
google ocr,205,,X6uI8f-,0.0,0.0,yes
google ocr,206,KUGILCS,KUgiLCS,0.7142857142857143,0.7142857142857143,
google ocr,207,LPTuz6E,LPTuz6E,1.0,1.0,
google ocr,208,NpG92mE,NpG92mE,1.0,1.0,
google ocr,209,yMIIMgs,yMIlMgs,0.8571428571428572,0.8571428571428571,
google ocr,210,MODE,TD2PowU,0.0,0.18181818181818182,
google ocr,211,L3NxnHX,L3NxnHX,1.0,1.0,
google ocr,212,flpXzrg,flpXzrg,1.0,1.0,
google ocr,213,mge6rUJ,mge6rUJ,1.0,1.0,
google ocr,214,bLQ8zJr,bLQ8zJI,0.8571428571428572,0.8571428571428571,
google ocr,215,,Of7Ulwm,0.0,0.0,
google ocr,216,857Faly,g57FalY,0.7142857142857143,0.7142857142857143,
google ocr,217,DS5u0zl,DS5u0zl,1.0,1.0,
google ocr,218,eMbO20F,eMbO20F,1.0,1.0,
google ocr,219,YOW781N,YiW783W,0.5714285714285714,0.5714285714285714,
google ocr,220,,MdinqCV,0.0,0.0,
google ocr,221,XAMCJV5,XAMCJV5,1.0,1.0,
google ocr,222,ThBJrFb,ThBJrFb,1.0,1.0,
google ocr,223,Egoight,E9oiglF,0.5714285714285714,0.5714285714285714,
google ocr,224,YvRryT,jYvRryT,0.8571428571428572,0.9230769230769231,
google ocr,225,AUY MNen,AUyMNen,0.75,0.8,
google ocr,226,FQJUeTN,FQJUeTN,1.0,1.0,
google ocr,227,"jpk3к9р
K",jpk3K9p,0.5555555555555556,0.625,
google ocr,228,Am9mpo,1Am9mpc,0.7142857142857143,0.7692307692307693,
google ocr,229,EKTKHrg,EKTKHrg,1.0,1.0,
google ocr,230,3R-A2U1,3R-A2Ui,0.8571428571428572,0.8571428571428571,
google ocr,231,a BusQpl,aBusQpl,0.875,0.9333333333333333,
google ocr,232,5thCFmQ,5thCFmQ,1.0,1.0,
google ocr,233,ohcOzYA,ohcOzYA,1.0,1.0,
google ocr,234,JORHKIU,JoRHklU,0.5714285714285714,0.5714285714285714,
google ocr,235,TS2 5,wTS2Wj5,0.5714285714285714,0.6666666666666666,yes
google ocr,236,tSVII 2,tSVI1p2,0.7142857142857143,0.7142857142857143,
google ocr,237,,3FP0Atl,0.0,0.0,
google ocr,238,POZMUN-,P07MUN-,0.7142857142857143,0.7142857142857143,
google ocr,239,"Bony
-AXUDE",W48Xupg,0.09090909090909094,0.1111111111111111,
google ocr,240,mIL Vipl,mILVipb,0.75,0.8,
google ocr,241,maS2eBI,maS2eBI,1.0,1.0,
google ocr,242,wly(B9),w1yiB9J,0.5714285714285714,0.5714285714285714,yes
google ocr,243,dPSceOz,dPSceOz,1.0,1.0,
google ocr,244,CyXF2tR,CyXF2tR,1.0,1.0,
google ocr,245,XOULESC,X0uLEsC,0.5714285714285714,0.5714285714285714,
google ocr,246,nBHSQMW,nBHSQMW,1.0,1.0,
google ocr,247,MtLKvs4,MtLKvs4,1.0,1.0,
google ocr,248,,uuPbdz1,0.0,0.0,
google ocr,249,EDttKVX,EDttKVX,1.0,1.0,
google ocr,250,,INqL43O,0.0,0.0,yes
google ocr,251,epk408W,epk4O8W,0.8571428571428572,0.8571428571428571,
google ocr,252,ROCKODT,RdCK0D7,0.5714285714285714,0.5714285714285714,
google ocr,253,ksvm6cD,ksvm6cD,1.0,1.0,
google ocr,254,JYZsa YB,7YZsaYB,0.75,0.8,
google ocr,255,YCC7g3p,YCC7g3p,1.0,1.0,
google ocr,256,jMutuXB,jMutuXB,1.0,1.0,
google ocr,257,3DYBVIE,3pY8Vlb,0.4285714285714286,0.42857142857142855,yes
google ocr,258,ATEBOL,iQa5JLv,0.1428571428571429,0.15384615384615385,
google ocr,259,BO-8NnG,BO-8NnG,1.0,1.0,
google ocr,260,,TgRe65u,0.0,0.0,
google ocr,261,MI3Uxx,MI3Uxxc,0.8571428571428572,0.9230769230769231,
google ocr,262,Evelji,EvcJjiF,0.5714285714285714,0.6153846153846154,
google ocr,263,ubVnnxG,ubVnnxG,1.0,1.0,
google ocr,264,,pM95FVE,0.0,0.0,yes
google ocr,265,"لبات
MZ",hxKpaLg,0.0,0.0,yes
google ocr,266,BxAXdhF,BxAXdhF,1.0,1.0,
google ocr,267,mpc4iSH,mpc4iSH,1.0,1.0,
google ocr,268,nAwCgOf,mAwCg0f,0.7142857142857143,0.7142857142857143,
google ocr,269,,Rt8yWu6,0.0,0.0,yes
google ocr,270,11w3AZW,11w3AZW,1.0,1.0,
google ocr,271,BM5Z2WZ,BM5Z2Wz,0.8571428571428572,0.8571428571428571,
google ocr,272,xff1 ofP,xff1ofP,0.875,0.9333333333333333,
google ocr,273,,1mgvlb-,0.0,0.0,yes
google ocr,274,5WkwW4V,5WkwW4V,1.0,1.0,
google ocr,275,WfizduI,WfizduI,1.0,1.0,
google ocr,276,,SCBJSZE,0.0,0.0,
google ocr,277,6Z0Dha,J6Z0Dha,0.8571428571428572,0.9230769230769231,
google ocr,278,UhWpyga,UhWpyga,1.0,1.0,
google ocr,279,N8ayh6p,N8ayh6p,1.0,1.0,
google ocr,280,EccSxmw,FccSxmw,0.8571428571428572,0.8571428571428571,
google ocr,281,11рок,117p5k3,0.2857142857142857,0.3333333333333333,
google ocr,282,,z5kMi4s,0.0,0.0,yes
google ocr,283,tsYrT1s,tsYrT1s,1.0,1.0,
google ocr,284,qy Mc2ek,qyMc2ek,0.875,0.9333333333333333,
google ocr,285,,NDHnwdT,0.0,0.0,yes
google ocr,286,ChVf1QG,ChVf1QG,1.0,1.0,
google ocr,287,TV--r50,TV--r5o,0.8571428571428572,0.8571428571428571,
google ocr,288,04yL9hD,04yL9hD,1.0,1.0,
google ocr,289,04RRrLk,o4RRrLk,0.8571428571428572,0.8571428571428571,
google ocr,290,fsFxYJO,fsFxYJ0,0.8571428571428572,0.8571428571428571,
google ocr,291,h1qHYaA,h1qHYaA,1.0,1.0,
google ocr,292,Q114Tdy,Ql14Tdy,0.8571428571428572,0.8571428571428571,
google ocr,293,LCaRW.Je,LCaRWJe,0.875,0.9333333333333333,
google ocr,294,,DCKLQYv,0.0,0.0,
google ocr,295,uKHTQtP,uKHTQtP,1.0,1.0,
google ocr,296,16UBOPL,J6UBOPL,0.8571428571428572,0.8571428571428571,
google ocr,297,cF7ZOUS,cF7ZOuS,0.8571428571428572,0.8571428571428571,
google ocr,298,HF5uYad,HF5uYad,1.0,1.0,
google ocr,299,Rg-icMz,Rg-icMz,1.0,1.0,
google ocr,300,KOZLSKC,K0ZLsKc,0.5714285714285714,0.5714285714285714,
google ocr,301,XSCfvht,XSCfvht,1.0,1.0,
google ocr,302,65Qflls,65QflIS,0.7142857142857143,0.7142857142857143,
google ocr,303,,dJG8LZv,0.0,0.0,yes
google ocr,304,bAXM2ZF,bAXM2ZF,1.0,1.0,
google ocr,305,jlv4C2B,j1v4C2B,0.8571428571428572,0.8571428571428571,
google ocr,306,qw12dQw,qwI2dQw,0.8571428571428572,0.8571428571428571,
google ocr,307,Veukgr,VcvRgr3,0.4285714285714286,0.46153846153846156,yes
google ocr,308,89Wnwty,89Wnwty,1.0,1.0,
google ocr,309,"- ਛ
- : - -",nQakLYu,0.0,0.0,yes
google ocr,310,OLVroNg,OLVr0Nq,0.7142857142857143,0.7142857142857143,
google ocr,311,-R6p2K,-R6p2KI,0.8571428571428572,0.9230769230769231,yes
google ocr,312,kZbHawR,kZbHawR,1.0,1.0,
google ocr,313,iNim,irN2pqs,0.2857142857142857,0.36363636363636365,yes
google ocr,314,,HrZ2fxn,0.0,0.0,yes
google ocr,315,WION,wmON88G,0.2857142857142857,0.36363636363636365,yes
google ocr,316,,aqCdBcw,0.0,0.0,yes
google ocr,317,Svjbq2J,Svjbq2J,1.0,1.0,
google ocr,318,,3RZr2P8,0.0,0.0,yes
google ocr,319,"chwiloj
WI",cJw1Ioj,0.4,0.47058823529411764,
google ocr,320,GDcqna,hGDcqna,0.8571428571428572,0.9230769230769231,
google ocr,321,yzzxx6j,y3zxx6j,0.8571428571428572,0.8571428571428571,
google ocr,322,yk6QNVm,yk6QNVm,1.0,1.0,
google ocr,323,JY73CpF,JY73CpF,1.0,1.0,
google ocr,324,VYpbv8u,VYpbv8w,0.8571428571428572,0.8571428571428571,
google ocr,325,zbumbic,5iQWmqz,0.0,0.14285714285714285,
google ocr,326,FJfPhDF,FJfPhDF,1.0,1.0,
google ocr,327,ks 3027,ksI3027,0.8571428571428572,0.8571428571428571,
google ocr,328,,YR4VQc8,0.0,0.0,yes
google ocr,329,АРХ,JKq3PX0,0.0,0.0,
google ocr,330,xwrow,M0JMjxy,0.0,0.16666666666666666,
google ocr,331,KCOZU-B,kCoZU-b,0.5714285714285714,0.5714285714285714,
google ocr,332,eTuPD4J,eTuPD4J,1.0,1.0,
google ocr,333,xMa9EJ,rxMa9EJ,0.8571428571428572,0.9230769230769231,
google ocr,334,SoD76Zv,SoD76Zv,1.0,1.0,
google ocr,335,ZJE7GF4,ZJE7GF4,1.0,1.0,
google ocr,336,ctRR5ge,ctRR5ge,1.0,1.0,
google ocr,337,Y7GXgrf,Y7GXgrf,1.0,1.0,
google ocr,338,kHidS1,kHidS1I,0.8571428571428572,0.9230769230769231,
google ocr,339,ctXyZW,ctlXyZW,0.8571428571428572,0.9230769230769231,
google ocr,340,uH70cDn,uH70cDn,1.0,1.0,
google ocr,341,JgKQye,tJgKQyc,0.7142857142857143,0.7692307692307693,
google ocr,342,DCUXnMH,DCUXnMH,1.0,1.0,
google ocr,343,3K4WulH,3K4WuIH,0.8571428571428572,0.8571428571428571,
google ocr,344,ec72Nb6,ec72Nb6,1.0,1.0,
google ocr,345,Pv3Zfa3,Pv3Zfa3,1.0,1.0,
google ocr,346,RzWLg-e,RzWLg-e,1.0,1.0,
google ocr,347,Nhekil-,NbekiJ-,0.7142857142857143,0.7142857142857143,
google ocr,348,FN₂02,-No0Ztl,0.2857142857142857,0.3333333333333333,
google ocr,349,6PnyyPZ,6PnyyPZ,1.0,1.0,
google ocr,350,Erk Tool,ErkTooV,0.75,0.8,
google ocr,351,115441,zirGF2z,0.0,0.0,
google ocr,352,KryESqn,KryESqn,1.0,1.0,
google ocr,353,uEPbo17,uEPbo17,1.0,1.0,
google ocr,354,E46wgla,E46wgla,1.0,1.0,
google ocr,355,TH8ZGr,iH8ZGrK,0.7142857142857143,0.7692307692307693,
google ocr,356,TW2 GWXR,rw2GWxR,0.5,0.5333333333333333,yes
google ocr,357,5q8wGhX,5q8wGhX,1.0,1.0,
google ocr,358,6yFYs9m,6yFYs9m,1.0,1.0,
google ocr,359,(31X-pc4,3iX-pcz,0.625,0.6666666666666666,
google ocr,360,AT8DGhn,AT8DGhn,1.0,1.0,
google ocr,361,boletc,0bqlc1C,0.2857142857142857,0.46153846153846156,yes
google ocr,362,GeaASTT,GeaASTT,1.0,1.0,
google ocr,363,IsOldyg,IsOJdvg,0.7142857142857143,0.7142857142857143,
google ocr,364,J4Jefr0,J4Jefr0,1.0,1.0,
google ocr,365,exyHbzL,exyHbzL,1.0,1.0,
google ocr,366,-VM5J2q,rVM5J2q,0.8571428571428572,0.8571428571428571,
google ocr,367,FF EXI,4FF5EXJ,0.5714285714285714,0.6153846153846154,
google ocr,368,ttd64Qt,ttd64Qt,1.0,1.0,
google ocr,369,xd8guvf,xd8guvf,1.0,1.0,
google ocr,370,,mppj7pn,0.0,0.0,yes
google ocr,371,(RpykuPG,RpykuPG,0.875,0.9333333333333333,
google ocr,372,s3 GIYO,ns3GlY0,0.4285714285714286,0.5714285714285714,
google ocr,373,CubCXED,CUbCXF4,0.5714285714285714,0.5714285714285714,
google ocr,374,GetQU60,qetQU6d,0.7142857142857143,0.7142857142857143,yes
google ocr,375,73tGCd4,73tGCd4,1.0,1.0,
google ocr,376,T₁EF6Zh,T1EF6Zh,0.8571428571428572,0.8571428571428571,
google ocr,377,AGSIUZM,AGSlUzM,0.7142857142857143,0.7142857142857143,
google ocr,378,nubst4s,nuDst4S,0.7142857142857143,0.7142857142857143,
google ocr,379,JOOKveT,JOoKveT,0.8571428571428572,0.8571428571428571,
google ocr,380,JPRsmQ,xJPRsmQ,0.8571428571428572,0.9230769230769231,
google ocr,381,,ua51RiV,0.0,0.0,yes
google ocr,382,3316A-9,b-V9tca,0.0,0.2857142857142857,yes
google ocr,383,brxEYmf,brxEYmf,1.0,1.0,
google ocr,384,MZDuhYY,MZDuhYY,1.0,1.0,
google ocr,385,64KMvez,64KMvez,1.0,1.0,
google ocr,386,,0SpHPEI,0.0,0.0,
google ocr,387,-v5K6zn,-v5K6zn,1.0,1.0,
google ocr,388,FoKdPYZ,FoKdPYZ,1.0,1.0,
google ocr,389,*kpvR-0,KkpvR-U,0.7142857142857143,0.7142857142857143,
google ocr,390,N4pCTNx,N4pCTNx,1.0,1.0,
google ocr,391,OjyUVqh,OjyUVqh,1.0,1.0,
google ocr,392,PK8NT-K,PK8NT-K,1.0,1.0,
google ocr,393,Uckzylm,UcK2ylm,0.7142857142857143,0.7142857142857143,
google ocr,394,nq0jG1q,nq0jG1q,1.0,1.0,
