model,image,prediction,ground truth,1-NED,difflib ratio,difficult image
tesseract psm 0,94,,wElqhqB,0.0,0.0,
tesseract psm 0,95,,WFDs6DO,0.0,0.0,
tesseract psm 0,96,,ZYkvXnh,0.0,0.0,
tesseract psm 0,97,,rNxOUGw,0.0,0.0,
tesseract psm 0,98,,6PkWEF4,0.0,0.0,
tesseract psm 0,99,,iEc3tB-,0.0,0.0,
tesseract psm 0,100,,oyHXZtD,0.0,0.0,
tesseract psm 0,101,,mzqr9HW,0.0,0.0,
tesseract psm 0,102,,OqwizaM,0.0,0.0,
tesseract psm 0,103,,OrPkhkS,0.0,0.0,
tesseract psm 0,104,,BdbSXp0,0.0,0.0,
tesseract psm 0,105,,2dxOhH7,0.0,0.0,
tesseract psm 0,106,,Mt0cIiy,0.0,0.0,
tesseract psm 0,107,,N8GLgf8,0.0,0.0,
tesseract psm 0,108,,xdRGuZD,0.0,0.0,
tesseract psm 0,109,,LxyF2MS,0.0,0.0,
tesseract psm 0,110,,OIG4mA0,0.0,0.0,
tesseract psm 0,111,,BaL6MlH,0.0,0.0,
tesseract psm 0,112,,vaND87j,0.0,0.0,
tesseract psm 0,113,,V8zYy3H,0.0,0.0,
tesseract psm 0,114,,5-rg06z,0.0,0.0,
tesseract psm 0,115,,l93T8cN,0.0,0.0,
tesseract psm 0,116,,xhp6jiB,0.0,0.0,
tesseract psm 0,117,,YC930t9,0.0,0.0,
tesseract psm 0,118,,vX-10xh,0.0,0.0,
tesseract psm 0,119,,pHBGnUx,0.0,0.0,yes
tesseract psm 0,120,,LJ6SEpD,0.0,0.0,
tesseract psm 0,121,,tQwLZch,0.0,0.0,
tesseract psm 0,122,,TEXpMcg,0.0,0.0,
tesseract psm 0,123,,nzwnUP9,0.0,0.0,
tesseract psm 0,124,,vTuJ5C1,0.0,0.0,
tesseract psm 0,125,,sAqmOTZ,0.0,0.0,
tesseract psm 0,126,,HfCwl-j,0.0,0.0,
tesseract psm 0,127,,9lx3cDt,0.0,0.0,yes
tesseract psm 0,128,,6yH7MOx,0.0,0.0,
tesseract psm 0,129,,1tghgXb,0.0,0.0,
tesseract psm 0,130,,soEhSkC,0.0,0.0,
tesseract psm 0,131,,p8Plapq,0.0,0.0,
tesseract psm 0,132,,uZ3xovs,0.0,0.0,
tesseract psm 0,133,,9vP-Ieq,0.0,0.0,
tesseract psm 0,134,,jt5HMSJ,0.0,0.0,
tesseract psm 0,135,,Ug4y--R,0.0,0.0,
tesseract psm 0,136,,HFc8Mbt,0.0,0.0,
tesseract psm 0,137,,63goIEp,0.0,0.0,
tesseract psm 0,138,,vmgxGHC,0.0,0.0,
tesseract psm 0,139,,dFVEfmg,0.0,0.0,
tesseract psm 0,140,,7hKdeum,0.0,0.0,
tesseract psm 0,141,,7duDL7t,0.0,0.0,
tesseract psm 0,142,,n14k77L,0.0,0.0,
tesseract psm 0,143,,SxfoJkq,0.0,0.0,
tesseract psm 0,144,,pKRBfv7,0.0,0.0,
tesseract psm 0,145,,776b4Mm,0.0,0.0,
tesseract psm 0,146,,tVuluzJ,0.0,0.0,
tesseract psm 0,147,,pZWQkFe,0.0,0.0,
tesseract psm 0,148,,Ntz4MQ8,0.0,0.0,yes
tesseract psm 0,149,,3or2Dm8,0.0,0.0,
tesseract psm 0,150,,VqwLjCp,0.0,0.0,yes
tesseract psm 0,151,,0PmNcLW,0.0,0.0,
tesseract psm 0,152,,MGojMPE,0.0,0.0,
tesseract psm 0,153,,5jQ4Qep,0.0,0.0,
tesseract psm 0,154,,B5CszKV,0.0,0.0,yes
tesseract psm 0,155,,F6MLQDB,0.0,0.0,
tesseract psm 0,156,,hybwcUI,0.0,0.0,
tesseract psm 0,157,,xFlZ30l,0.0,0.0,yes
tesseract psm 0,158,,2BZEYqq,0.0,0.0,
tesseract psm 0,159,,gLm1bfD,0.0,0.0,
tesseract psm 0,160,,wByqqxZ,0.0,0.0,
tesseract psm 0,161,,yGlsanI,0.0,0.0,yes
tesseract psm 0,162,,GfoqnN2,0.0,0.0,
tesseract psm 0,163,,tXtOznH,0.0,0.0,
tesseract psm 0,164,,shvtjEC,0.0,0.0,
tesseract psm 0,165,,1Zbtqz3,0.0,0.0,
tesseract psm 0,166,,qD8ZoNU,0.0,0.0,yes
tesseract psm 0,167,,aDjiQu4,0.0,0.0,
tesseract psm 0,168,,F31V4Y-,0.0,0.0,
tesseract psm 0,169,,mEboLoa,0.0,0.0,
tesseract psm 0,170,,FWywaob,0.0,0.0,
tesseract psm 0,171,,BFQk9A8,0.0,0.0,
tesseract psm 0,172,,iTiUuwo,0.0,0.0,
tesseract psm 0,173,,ecmBBlV,0.0,0.0,
tesseract psm 0,174,,XUWh0FF,0.0,0.0,
tesseract psm 0,175,,Va3oTj6,0.0,0.0,
tesseract psm 0,176,,x1TsTI4,0.0,0.0,
tesseract psm 0,177,,FLY3FOF,0.0,0.0,
tesseract psm 0,178,,qchHcHw,0.0,0.0,yes
tesseract psm 0,179,,ZB6oVNo,0.0,0.0,
tesseract psm 0,180,,iLocy9l,0.0,0.0,
tesseract psm 0,181,,kspt-ad,0.0,0.0,
tesseract psm 0,182,,i9ToIDb,0.0,0.0,
tesseract psm 0,183,,RK30DN5,0.0,0.0,
tesseract psm 0,184,,PglntAO,0.0,0.0,
tesseract psm 0,185,,-k6qceX,0.0,0.0,
tesseract psm 0,186,,HwVCgYg,0.0,0.0,
tesseract psm 0,187,,1aOQVXO,0.0,0.0,
tesseract psm 0,188,,GrvKMzW,0.0,0.0,yes
tesseract psm 0,189,,8XgqJxY,0.0,0.0,
tesseract psm 0,190,,YLxv-C0,0.0,0.0,
tesseract psm 0,191,,Q6D7kUo,0.0,0.0,
tesseract psm 0,192,,usFSWTa,0.0,0.0,
tesseract psm 0,193,,G4bZque,0.0,0.0,
tesseract psm 0,194,,oWTLX6B,0.0,0.0,
tesseract psm 0,195,,Yr1bTm9,0.0,0.0,yes
tesseract psm 0,196,,tf5uRmK,0.0,0.0,
tesseract psm 0,197,,g89dOxA,0.0,0.0,
tesseract psm 0,198,,Ha2o0tx,0.0,0.0,
tesseract psm 0,199,,5vYiWem,0.0,0.0,yes
tesseract psm 0,200,,f9vLywO,0.0,0.0,
tesseract psm 0,201,,-dJKYAT,0.0,0.0,yes
tesseract psm 0,202,,j7ly8nZ,0.0,0.0,
tesseract psm 0,203,,ovnT4GH,0.0,0.0,
tesseract psm 0,204,,li6e7cJ,0.0,0.0,
tesseract psm 0,205,,X6uI8f-,0.0,0.0,yes
tesseract psm 0,206,,KUgiLCS,0.0,0.0,
tesseract psm 0,207,,LPTuz6E,0.0,0.0,
tesseract psm 0,208,,NpG92mE,0.0,0.0,
tesseract psm 0,209,,yMIlMgs,0.0,0.0,
tesseract psm 0,210,,TD2PowU,0.0,0.0,
tesseract psm 0,211,,L3NxnHX,0.0,0.0,
tesseract psm 0,212,,flpXzrg,0.0,0.0,
tesseract psm 0,213,,mge6rUJ,0.0,0.0,
tesseract psm 0,214,,bLQ8zJI,0.0,0.0,
tesseract psm 0,215,,Of7Ulwm,0.0,0.0,
tesseract psm 0,216,,g57FalY,0.0,0.0,
tesseract psm 0,217,,DS5u0zl,0.0,0.0,
tesseract psm 0,218,,eMbO20F,0.0,0.0,
tesseract psm 0,219,,YiW783W,0.0,0.0,
tesseract psm 0,220,,MdinqCV,0.0,0.0,
tesseract psm 0,221,,XAMCJV5,0.0,0.0,
tesseract psm 0,222,,ThBJrFb,0.0,0.0,
tesseract psm 0,223,,E9oiglF,0.0,0.0,
tesseract psm 0,224,,jYvRryT,0.0,0.0,
tesseract psm 0,225,,AUyMNen,0.0,0.0,
tesseract psm 0,226,,FQJUeTN,0.0,0.0,
tesseract psm 0,227,,jpk3K9p,0.0,0.0,
tesseract psm 0,228,,1Am9mpc,0.0,0.0,
tesseract psm 0,229,,EKTKHrg,0.0,0.0,
tesseract psm 0,230,,3R-A2Ui,0.0,0.0,
tesseract psm 0,231,,aBusQpl,0.0,0.0,
tesseract psm 0,232,,5thCFmQ,0.0,0.0,
tesseract psm 0,233,,ohcOzYA,0.0,0.0,
tesseract psm 0,234,,JoRHklU,0.0,0.0,
tesseract psm 0,235,,wTS2Wj5,0.0,0.0,yes
tesseract psm 0,236,,tSVI1p2,0.0,0.0,
tesseract psm 0,237,,3FP0Atl,0.0,0.0,
tesseract psm 0,238,,P07MUN-,0.0,0.0,
tesseract psm 0,239,,W48Xupg,0.0,0.0,
tesseract psm 0,240,,mILVipb,0.0,0.0,
tesseract psm 0,241,,maS2eBI,0.0,0.0,
tesseract psm 0,242,,w1yiB9J,0.0,0.0,yes
tesseract psm 0,243,,dPSceOz,0.0,0.0,
tesseract psm 0,244,,CyXF2tR,0.0,0.0,
tesseract psm 0,245,,X0uLEsC,0.0,0.0,
tesseract psm 0,246,,nBHSQMW,0.0,0.0,
tesseract psm 0,247,,MtLKvs4,0.0,0.0,
tesseract psm 0,248,,uuPbdz1,0.0,0.0,
tesseract psm 0,249,,EDttKVX,0.0,0.0,
tesseract psm 0,250,,INqL43O,0.0,0.0,yes
tesseract psm 0,251,,epk4O8W,0.0,0.0,
tesseract psm 0,252,,RdCK0D7,0.0,0.0,
tesseract psm 0,253,,ksvm6cD,0.0,0.0,
tesseract psm 0,254,,7YZsaYB,0.0,0.0,
tesseract psm 0,255,,YCC7g3p,0.0,0.0,
tesseract psm 0,256,,jMutuXB,0.0,0.0,
tesseract psm 0,257,,3pY8Vlb,0.0,0.0,yes
tesseract psm 0,258,,iQa5JLv,0.0,0.0,
tesseract psm 0,259,,BO-8NnG,0.0,0.0,
tesseract psm 0,260,,TgRe65u,0.0,0.0,
tesseract psm 0,261,,MI3Uxxc,0.0,0.0,
tesseract psm 0,262,,EvcJjiF,0.0,0.0,
tesseract psm 0,263,,ubVnnxG,0.0,0.0,
tesseract psm 0,264,,pM95FVE,0.0,0.0,yes
tesseract psm 0,265,,hxKpaLg,0.0,0.0,yes
tesseract psm 0,266,,BxAXdhF,0.0,0.0,
tesseract psm 0,267,,mpc4iSH,0.0,0.0,
tesseract psm 0,268,,mAwCg0f,0.0,0.0,
tesseract psm 0,269,,Rt8yWu6,0.0,0.0,yes
tesseract psm 0,270,,11w3AZW,0.0,0.0,
tesseract psm 0,271,,BM5Z2Wz,0.0,0.0,
tesseract psm 0,272,,xff1ofP,0.0,0.0,
tesseract psm 0,273,,1mgvlb-,0.0,0.0,yes
tesseract psm 0,274,,5WkwW4V,0.0,0.0,
tesseract psm 0,275,,WfizduI,0.0,0.0,
tesseract psm 0,276,,SCBJSZE,0.0,0.0,
tesseract psm 0,277,,J6Z0Dha,0.0,0.0,
tesseract psm 0,278,,UhWpyga,0.0,0.0,
tesseract psm 0,279,,N8ayh6p,0.0,0.0,
tesseract psm 0,280,,FccSxmw,0.0,0.0,
tesseract psm 0,281,,117p5k3,0.0,0.0,
tesseract psm 0,282,,z5kMi4s,0.0,0.0,yes
tesseract psm 0,283,,tsYrT1s,0.0,0.0,
tesseract psm 0,284,,qyMc2ek,0.0,0.0,
tesseract psm 0,285,,NDHnwdT,0.0,0.0,yes
tesseract psm 0,286,,ChVf1QG,0.0,0.0,
tesseract psm 0,287,,TV--r5o,0.0,0.0,
tesseract psm 0,288,,04yL9hD,0.0,0.0,
tesseract psm 0,289,,o4RRrLk,0.0,0.0,
tesseract psm 0,290,,fsFxYJ0,0.0,0.0,
tesseract psm 0,291,,h1qHYaA,0.0,0.0,
tesseract psm 0,292,,Ql14Tdy,0.0,0.0,
tesseract psm 0,293,,LCaRWJe,0.0,0.0,
tesseract psm 0,294,,DCKLQYv,0.0,0.0,
tesseract psm 0,295,,uKHTQtP,0.0,0.0,
tesseract psm 0,296,,J6UBOPL,0.0,0.0,
tesseract psm 0,297,,cF7ZOuS,0.0,0.0,
tesseract psm 0,298,,HF5uYad,0.0,0.0,
tesseract psm 0,299,,Rg-icMz,0.0,0.0,
tesseract psm 0,300,,K0ZLsKc,0.0,0.0,
tesseract psm 0,301,,XSCfvht,0.0,0.0,
tesseract psm 0,302,,65QflIS,0.0,0.0,
tesseract psm 0,303,,dJG8LZv,0.0,0.0,yes
tesseract psm 0,304,,bAXM2ZF,0.0,0.0,
tesseract psm 0,305,,j1v4C2B,0.0,0.0,
tesseract psm 0,306,,qwI2dQw,0.0,0.0,
tesseract psm 0,307,,VcvRgr3,0.0,0.0,yes
tesseract psm 0,308,,89Wnwty,0.0,0.0,
tesseract psm 0,309,,nQakLYu,0.0,0.0,yes
tesseract psm 0,310,,OLVr0Nq,0.0,0.0,
tesseract psm 0,311,,-R6p2KI,0.0,0.0,yes
tesseract psm 0,312,,kZbHawR,0.0,0.0,
tesseract psm 0,313,,irN2pqs,0.0,0.0,yes
tesseract psm 0,314,,HrZ2fxn,0.0,0.0,yes
tesseract psm 0,315,,wmON88G,0.0,0.0,yes
tesseract psm 0,316,,aqCdBcw,0.0,0.0,yes
tesseract psm 0,317,,Svjbq2J,0.0,0.0,
tesseract psm 0,318,,3RZr2P8,0.0,0.0,yes
tesseract psm 0,319,,cJw1Ioj,0.0,0.0,
tesseract psm 0,320,,hGDcqna,0.0,0.0,
tesseract psm 0,321,,y3zxx6j,0.0,0.0,
tesseract psm 0,322,,yk6QNVm,0.0,0.0,
tesseract psm 0,323,,JY73CpF,0.0,0.0,
tesseract psm 0,324,,VYpbv8w,0.0,0.0,
tesseract psm 0,325,,5iQWmqz,0.0,0.0,
tesseract psm 0,326,,FJfPhDF,0.0,0.0,
tesseract psm 0,327,,ksI3027,0.0,0.0,
tesseract psm 0,328,,YR4VQc8,0.0,0.0,yes
tesseract psm 0,329,,JKq3PX0,0.0,0.0,
tesseract psm 0,330,,M0JMjxy,0.0,0.0,
tesseract psm 0,331,,kCoZU-b,0.0,0.0,
tesseract psm 0,332,,eTuPD4J,0.0,0.0,
tesseract psm 0,333,,rxMa9EJ,0.0,0.0,
tesseract psm 0,334,,SoD76Zv,0.0,0.0,
tesseract psm 0,335,,ZJE7GF4,0.0,0.0,
tesseract psm 0,336,,ctRR5ge,0.0,0.0,
tesseract psm 0,337,,Y7GXgrf,0.0,0.0,
tesseract psm 0,338,,kHidS1I,0.0,0.0,
tesseract psm 0,339,,ctlXyZW,0.0,0.0,
tesseract psm 0,340,,uH70cDn,0.0,0.0,
tesseract psm 0,341,,tJgKQyc,0.0,0.0,
tesseract psm 0,342,,DCUXnMH,0.0,0.0,
tesseract psm 0,343,,3K4WuIH,0.0,0.0,
tesseract psm 0,344,,ec72Nb6,0.0,0.0,
tesseract psm 0,345,,Pv3Zfa3,0.0,0.0,
tesseract psm 0,346,,RzWLg-e,0.0,0.0,
tesseract psm 0,347,,NbekiJ-,0.0,0.0,
tesseract psm 0,348,,-No0Ztl,0.0,0.0,
tesseract psm 0,349,,6PnyyPZ,0.0,0.0,
tesseract psm 0,350,,ErkTooV,0.0,0.0,
tesseract psm 0,351,,zirGF2z,0.0,0.0,
tesseract psm 0,352,,KryESqn,0.0,0.0,
tesseract psm 0,353,,uEPbo17,0.0,0.0,
tesseract psm 0,354,,E46wgla,0.0,0.0,
tesseract psm 0,355,,iH8ZGrK,0.0,0.0,
tesseract psm 0,356,,rw2GWxR,0.0,0.0,yes
tesseract psm 0,357,,5q8wGhX,0.0,0.0,
tesseract psm 0,358,,6yFYs9m,0.0,0.0,
tesseract psm 0,359,,3iX-pcz,0.0,0.0,
tesseract psm 0,360,,AT8DGhn,0.0,0.0,
tesseract psm 0,361,,0bqlc1C,0.0,0.0,yes
tesseract psm 0,362,,GeaASTT,0.0,0.0,
tesseract psm 0,363,,IsOJdvg,0.0,0.0,
tesseract psm 0,364,,J4Jefr0,0.0,0.0,
tesseract psm 0,365,,exyHbzL,0.0,0.0,
tesseract psm 0,366,,rVM5J2q,0.0,0.0,
tesseract psm 0,367,,4FF5EXJ,0.0,0.0,
tesseract psm 0,368,,ttd64Qt,0.0,0.0,
tesseract psm 0,369,,xd8guvf,0.0,0.0,
tesseract psm 0,370,,mppj7pn,0.0,0.0,yes
tesseract psm 0,371,,RpykuPG,0.0,0.0,
tesseract psm 0,372,,ns3GlY0,0.0,0.0,
tesseract psm 0,373,,CUbCXF4,0.0,0.0,
tesseract psm 0,374,,qetQU6d,0.0,0.0,yes
tesseract psm 0,375,,73tGCd4,0.0,0.0,
tesseract psm 0,376,,T1EF6Zh,0.0,0.0,
tesseract psm 0,377,,AGSlUzM,0.0,0.0,
tesseract psm 0,378,,nuDst4S,0.0,0.0,
tesseract psm 0,379,,JOoKveT,0.0,0.0,
tesseract psm 0,380,,xJPRsmQ,0.0,0.0,
tesseract psm 0,381,,ua51RiV,0.0,0.0,yes
tesseract psm 0,382,,b-V9tca,0.0,0.0,yes
tesseract psm 0,383,,brxEYmf,0.0,0.0,
tesseract psm 0,384,,MZDuhYY,0.0,0.0,
tesseract psm 0,385,,64KMvez,0.0,0.0,
tesseract psm 0,386,,0SpHPEI,0.0,0.0,
tesseract psm 0,387,,-v5K6zn,0.0,0.0,
tesseract psm 0,388,,FoKdPYZ,0.0,0.0,
tesseract psm 0,389,,KkpvR-U,0.0,0.0,
tesseract psm 0,390,,N4pCTNx,0.0,0.0,
tesseract psm 0,391,,OjyUVqh,0.0,0.0,
tesseract psm 0,392,,PK8NT-K,0.0,0.0,
tesseract psm 0,393,,UcK2ylm,0.0,0.0,
tesseract psm 0,394,,nq0jG1q,0.0,0.0,
tesseract psm 0,395,,HS9fYuh,0.0,0.0,
tesseract psm 0,396,,jcqG0O0,0.0,0.0,
tesseract psm 0,397,,17RpFWj,0.0,0.0,
tesseract psm 0,398,,qzVSBDa,0.0,0.0,
tesseract psm 0,399,,bYLmkcr,0.0,0.0,
tesseract psm 0,400,,jDZZEBx,0.0,0.0,
tesseract psm 0,401,,XKIMZUo,0.0,0.0,
tesseract psm 0,402,,2WpBzmu,0.0,0.0,
tesseract psm 0,403,,VZG5-cF,0.0,0.0,yes
tesseract psm 0,404,,XtW1jf7,0.0,0.0,yes
tesseract psm 0,405,,3Bk8YMp,0.0,0.0,
tesseract psm 0,406,,nRvnT4V,0.0,0.0,
tesseract psm 0,407,,XrG7IWI,0.0,0.0,
tesseract psm 0,408,,LvDMTCr,0.0,0.0,
tesseract psm 0,409,,ILKZHR8,0.0,0.0,
tesseract psm 0,410,,621oeYY,0.0,0.0,
tesseract psm 0,411,,k4Fr3qV,0.0,0.0,
tesseract psm 0,412,,lRI87xz,0.0,0.0,
tesseract psm 0,413,,oJhGZkM,0.0,0.0,
tesseract psm 0,414,,ErDuhO0,0.0,0.0,
tesseract psm 0,415,,1ZfViZb,0.0,0.0,
tesseract psm 0,416,,w1vhbPG,0.0,0.0,
tesseract psm 0,417,,4ksyIH3,0.0,0.0,
tesseract psm 0,418,,-jrtyOq,0.0,0.0,
tesseract psm 0,419,,AT9EtnG,0.0,0.0,yes
tesseract psm 0,420,,md2lQk4,0.0,0.0,
tesseract psm 0,421,,IgBV2fi,0.0,0.0,
tesseract psm 0,422,,wDLEhty,0.0,0.0,
tesseract psm 0,423,,rzB2ved,0.0,0.0,
tesseract psm 0,424,,gOfmxQS,0.0,0.0,
tesseract psm 0,425,,hbZ4cAa,0.0,0.0,yes
tesseract psm 0,426,,1SbYCQ4,0.0,0.0,
tesseract psm 0,427,,-IQPNPU,0.0,0.0,
tesseract psm 0,428,,xQiEZJG,0.0,0.0,
tesseract psm 0,429,,9cvrXMC,0.0,0.0,yes
tesseract psm 0,430,,DivhYJO,0.0,0.0,
tesseract psm 0,431,,lIUkHMB,0.0,0.0,yes
tesseract psm 0,432,,ww1rqGa,0.0,0.0,
tesseract psm 0,433,,p041Wz2,0.0,0.0,
tesseract psm 0,434,,trH9Eoa,0.0,0.0,
tesseract psm 0,435,,x6Usl5y,0.0,0.0,
tesseract psm 0,436,,R-0ROEd,0.0,0.0,
tesseract psm 0,437,,BbQSat5,0.0,0.0,yes
tesseract psm 0,438,,tQyCxXG,0.0,0.0,yes
tesseract psm 0,439,,L0G4hxR,0.0,0.0,yes
tesseract psm 0,440,,qe8Cwxx,0.0,0.0,
tesseract psm 0,441,,HpOWQH9,0.0,0.0,
tesseract psm 0,442,,ED-oSpB,0.0,0.0,
tesseract psm 0,443,,Ap4Sthf,0.0,0.0,
tesseract psm 0,444,,LTbKZqB,0.0,0.0,yes
tesseract psm 0,445,,DRQfhfs,0.0,0.0,
tesseract psm 0,446,,zxIPe7U,0.0,0.0,yes
tesseract psm 0,447,,MrYV71O,0.0,0.0,
tesseract psm 0,448,,6zbILSm,0.0,0.0,
tesseract psm 0,449,,-Ae7de0,0.0,0.0,yes
tesseract psm 0,450,,X815r4V,0.0,0.0,
tesseract psm 0,451,,b0JWBuz,0.0,0.0,
tesseract psm 0,452,,emELQm9,0.0,0.0,
tesseract psm 0,453,,tQbiyTo,0.0,0.0,
tesseract psm 0,454,,C6H-oqq,0.0,0.0,
tesseract psm 0,455,,tesSb-5,0.0,0.0,
tesseract psm 0,456,,WWlp881,0.0,0.0,yes
tesseract psm 0,457,,pwvF0-x,0.0,0.0,
tesseract psm 0,458,,0wYyTRw,0.0,0.0,
tesseract psm 0,459,,lbU5zjn,0.0,0.0,
tesseract psm 0,460,,kiW-LIx,0.0,0.0,
tesseract psm 0,461,,XTOCRhv,0.0,0.0,
tesseract psm 0,462,,DH8Urix,0.0,0.0,
tesseract psm 0,463,,qyYgrNO,0.0,0.0,yes
tesseract psm 0,464,,t-SGkFQ,0.0,0.0,
tesseract psm 0,465,,fYIHzml,0.0,0.0,
tesseract psm 0,466,,fKY9yMZ,0.0,0.0,
tesseract psm 0,467,,FqtUhtq,0.0,0.0,
tesseract psm 0,468,,66LooHC,0.0,0.0,
tesseract psm 0,469,,-vXgF5l,0.0,0.0,
tesseract psm 0,470,,PvhxfVx,0.0,0.0,
tesseract psm 0,471,,hmC8CUh,0.0,0.0,
tesseract psm 0,472,,Kc4P3rI,0.0,0.0,yes
tesseract psm 0,473,,YZ4HO43,0.0,0.0,
tesseract psm 0,474,,A3xCRGr,0.0,0.0,
tesseract psm 0,475,,2IqdU9c,0.0,0.0,
tesseract psm 0,476,,BonRXdV,0.0,0.0,
tesseract psm 0,477,,CrWNdgB,0.0,0.0,
tesseract psm 0,478,,XYCsPHo,0.0,0.0,
