model,image,prediction,ground truth,1-NED,difflib ratio,difficult image
easyocr,42,SMYD}-IT,SMYD3-IT1,0.7777777777777778,0.8235294117647058,
easyocr,43,DYNLLIP2,DYNLL1P2,0.875,0.875,
easyocr,44,,MANCR,0.0,0.0,
easyocr,45,LIG1,LIG1,1.0,1.0,
easyocr,46,nna,RNU6-833P,0.0,0.0,
easyocr,47,,CCDC17,0.0,0.0,yes
easyocr,48,NDRG2,NDRG2,1.0,1.0,
easyocr,49,RBMRE,RBM39,0.6,0.6,
easyocr,50,,MIR892A,0.0,0.0,
easyocr,51,,FAM30B,0.0,0.0,
easyocr,52,GAL3ST2,GAL3ST2,1.0,1.0,
easyocr,53,,GPATCH1,0.0,0.0,yes
easyocr,54,,MYOM2,0.0,0.0,yes
easyocr,55,HMGNIP27,HMGN1P27,0.875,0.875,
easyocr,56,,PSAP,0.0,0.0,
easyocr,57,,H2BW1,0.0,0.0,
easyocr,58,,PNLIP,0.0,0.0,yes
easyocr,59,GNPDAT,GNPDA1,0.8333333333333334,0.8333333333333334,
easyocr,60,THBS3-ASI,THBS3-AS1,0.8888888888888888,0.8888888888888888,
easyocr,61,RNU6-4 TTp,RNU6-477P,0.6,0.631578947368421,
easyocr,62,Ukous,OR8G5,0.0,0.0,
easyocr,63,,NOMO3,0.0,0.0,
easyocr,64,RPLZIAP,RPL27AP,0.7142857142857143,0.7142857142857143,
easyocr,65,RPL 23AP90,RPL23AP90,0.9,0.9473684210526315,
easyocr,66,BAGE,BAGE,1.0,1.0,
easyocr,67,,SLC38A10,0.0,0.0,
easyocr,68,PMSZCL,PMS2CL,0.8333333333333334,0.8333333333333334,
easyocr,69,,HAND2,0.0,0.0,
easyocr,70,Ars,EEF1A1P19,0.11111111111111116,0.16666666666666666,
easyocr,71,,SLC2A9,0.0,0.0,
easyocr,72,,ANKRD54P1,0.0,0.0,
easyocr,73,LINC01774,LINC01774,1.0,1.0,
easyocr,74,GRINZB,GRIN2B,0.8333333333333334,0.8333333333333334,
easyocr,75,,TMED10P1,0.0,0.0,yes
easyocr,76,Vin400 _,MIR4661,0.125,0.13333333333333333,
easyocr,77,TMEM!67B,TMEM167B,0.875,0.875,
easyocr,78,,CHCHD4P2,0.0,0.0,yes
easyocr,79,,NUP35P2,0.0,0.0,
easyocr,80,WDR82P2,WDR82P2,1.0,1.0,
easyocr,81,,LINC00596,0.0,0.0,yes
easyocr,82,,FAM227B,0.0,0.0,
easyocr,83,,CCNO,0.0,0.0,
easyocr,84,,RNU5F-5P,0.0,0.0,yes
easyocr,85,,ZNF780A,0.0,0.0,
easyocr,86,MEFP 2,MFFP2,0.6666666666666667,0.7272727272727273,
easyocr,87,ANOTLI,ANO7L1,0.6666666666666667,0.6666666666666666,
easyocr,88,GPRI5,GPR15,0.8,0.8,
easyocr,89,DieIAC,DLG1-AS1,0.25,0.2857142857142857,
easyocr,90,LYLI,LYL1,0.75,0.75,
easyocr,91,DGKO,DGKQ,0.75,0.75,
easyocr,92,,CSTP1,0.0,0.0,yes
easyocr,93,PPIAPI,PPIAP11,0.7142857142857143,0.7692307692307693,
easyocr,94,,NKX2-1-AS1,0.0,0.0,
easyocr,95,1,ZNF674-AS1,0.09999999999999998,0.18181818181818182,
easyocr,96,NEUR0G3,NEUROG3,0.8571428571428572,0.8571428571428571,
easyocr,97,PLAC9,PLAC9,1.0,1.0,
easyocr,98,IRAGI-ASI,IRAG1-AS1,0.7777777777777778,0.7777777777777778,
easyocr,99,UkOJI,OR6J1,0.19999999999999996,0.4,
easyocr,100,RPLBP8,RPL31P8,0.7142857142857143,0.7692307692307693,
easyocr,101,HMHBi,HMHB1,0.8,0.8,
easyocr,102,,LINC01003,0.0,0.0,
easyocr,103,,UBE2V1P6,0.0,0.0,
easyocr,104,,RNU6-1134P,0.0,0.0,
easyocr,105,301653,LINC01653,0.5555555555555556,0.6666666666666666,
easyocr,106,RABGGTP,RABGGTB,0.8571428571428572,0.8571428571428571,
easyocr,107,ORSZNS,OR52N5,0.5,0.5,
easyocr,108,3,OR2W4P,0.0,0.0,
easyocr,109,KLHL23,KLHL23,1.0,1.0,
easyocr,110,,ATG4AP1,0.0,0.0,
easyocr,111,FANIOZA,FAM107A,0.4285714285714286,0.42857142857142855,
easyocr,112,,MIR3170,0.0,0.0,
easyocr,113,Ccdtk,SMANTIS,0.0,0.0,
easyocr,114,RTSp,CDRT15P1,0.25,0.3333333333333333,
easyocr,115,,ASXL2,0.0,0.0,
easyocr,116,SOLE DT,SQLE-DT,0.7142857142857143,0.7142857142857143,
easyocr,117,RNZSLSZP,RN7SL57P,0.625,0.625,
easyocr,118,DG,PRRG2,0.19999999999999996,0.2857142857142857,
easyocr,119,PEKL,PFKL,0.75,0.75,
easyocr,120,,LPAR6,0.0,0.0,
easyocr,121,PABPCIPI0,PABPC1P10,0.7777777777777778,0.7777777777777778,
easyocr,122,,CC2D2B,0.0,0.0,yes
easyocr,123,FBXO48,FBXO48,1.0,1.0,
easyocr,124,MTND P32,MTND1P32,0.875,0.875,
easyocr,125,,RPL18AP17,0.0,0.0,
easyocr,126,,HMGN2P45,0.0,0.0,
easyocr,127,,RPL31P23,0.0,0.0,
easyocr,128,,RNU1-83P,0.0,0.0,yes
easyocr,129,,RAB44,0.0,0.0,yes
easyocr,130,,RNU6-409P,0.0,0.0,
easyocr,131,GAPDHPIA,GAPDHP14,0.75,0.75,
easyocr,132,SETPT,SETP1,0.8,0.8,
easyocr,133,,MIRLET7F2,0.0,0.0,
easyocr,134,,FRA11B,0.0,0.0,
easyocr,135,WSE,MISP,0.25,0.2857142857142857,
easyocr,136,IDKL,TDRG1,0.19999999999999996,0.2222222222222222,
easyocr,137,NCUZUl2,LINC02012,0.33333333333333337,0.375,
easyocr,138,MIR /156,MIR7156,0.75,0.8,
easyocr,139,Meu,LINC01079,0.0,0.0,
easyocr,140,,IGSF21,0.0,0.0,yes
easyocr,141,,RERG,0.0,0.0,
easyocr,142,RNASSP489,RNA5SP489,0.8888888888888888,0.8888888888888888,
easyocr,143,PPABPCP3],PABPC1P13,0.5555555555555556,0.7777777777777778,
easyocr,144,ACER2,ACER2,1.0,1.0,
easyocr,145,RELiibad,RPL31P39,0.25,0.25,
easyocr,146,,RASL12,0.0,0.0,
easyocr,147,HHIPL2,HHIPL2,1.0,1.0,
easyocr,148,,WAC,0.0,0.0,
easyocr,149,,PMS2P14,0.0,0.0,yes
easyocr,150,FOSB,FOSB,1.0,1.0,
easyocr,151,TMFMi86,TMEM186,0.7142857142857143,0.7142857142857143,
easyocr,152,GMDS,GMDS,1.0,1.0,
easyocr,153,AC2AP',CDC27P1,0.4285714285714286,0.46153846153846156,
easyocr,154,GLIS2-ASl,GLIS2-AS1,0.8888888888888888,0.8888888888888888,
easyocr,155,Mp125,MIR1251,0.5714285714285714,0.6666666666666666,
easyocr,156,PPL37P10,RPL37P17,0.75,0.75,
easyocr,157,,EMILIN1,0.0,0.0,
easyocr,158,,RELA,0.0,0.0,
easyocr,159,,RNU6-70P,0.0,0.0,
easyocr,160,,MTND2P38,0.0,0.0,
easyocr,161,RF'Lzz,RPL22,0.33333333333333337,0.36363636363636365,
easyocr,162,,CYP2C58P,0.0,0.0,yes
easyocr,163,TD7,MSANTD7,0.4285714285714286,0.6,
easyocr,164,,RNU2-34P,0.0,0.0,
easyocr,165,,POLDIP2,0.0,0.0,yes
easyocr,166,PPABPNIL,PABPN1L,0.75,0.8,
easyocr,167,,MIR6801,0.0,0.0,yes
easyocr,168,,ARHGAP42P4,0.0,0.0,
easyocr,169,,RNU6-1235P,0.0,0.0,
easyocr,170,,MIR1302-2,0.0,0.0,yes
easyocr,171,,PUDP,0.0,0.0,
easyocr,172,ACVRZB-ASI,ACVR2B-AS1,0.8,0.8,
easyocr,173,,G2E3-AS1,0.0,0.0,yes
easyocr,174,RNASSP164,RNA5SP164,0.8888888888888888,0.8888888888888888,
easyocr,175,SNORATIG,SNORA11G,0.75,0.75,
easyocr,176,ZNFAIO,ZNF419,0.5,0.5,
easyocr,177,URGV,TRGV11,0.5,0.6,
easyocr,178,ZNF222,ZNF222,1.0,1.0,
easyocr,179,RPLZIP24,RPL21P24,0.75,0.75,
easyocr,180,CLEC4OP,CLEC4OP,1.0,1.0,
easyocr,181,,LINC00710,0.0,0.0,
easyocr,182,,ZNF723,0.0,0.0,
easyocr,183,,TBX5,0.0,0.0,
easyocr,184,KRT73,KRT73,1.0,1.0,
easyocr,185,MYL7,MYL7,1.0,1.0,
easyocr,186,,TTTY13C,0.0,0.0,
easyocr,187,RPS2GPia,RPS26P14,0.625,0.625,
easyocr,188,33,OSBPL2,0.0,0.0,
easyocr,189,TRIM6OP3Y,TRIM60P3Y,0.8888888888888888,0.8888888888888888,
easyocr,190,RXFP4,RXFP4,1.0,1.0,
easyocr,191,RNZSL826P,RN7SL826P,0.8888888888888888,0.8888888888888888,
easyocr,192,UOCRI,UQCR11,0.5,0.5454545454545454,
easyocr,193,GALNTL6-AS,GALNTL6-AS1,0.9090909090909091,0.9523809523809523,
easyocr,194,RNUGATACSP,RNU6ATAC35P,0.7272727272727273,0.7619047619047619,
easyocr,195,,LINC01165,0.0,0.0,yes
easyocr,196,,DLX6-AS1,0.0,0.0,yes
easyocr,197,RPS3AP54,RPS3AP54,1.0,1.0,
easyocr,198,,ACSM1,0.0,0.0,yes
easyocr,199,IGLV3-31,IGLV3-31,1.0,1.0,
easyocr,200,WRNRAAPO,HNRNPA1P61,0.4,0.4444444444444444,
easyocr,201,LINC01242,LINC01242,1.0,1.0,
easyocr,202,,FAM74A6,0.0,0.0,
easyocr,203,,CNNM2,0.0,0.0,
easyocr,204,ZNHIT3,ZNHIT3,1.0,1.0,
easyocr,205,PLACY,PLAC9,0.8,0.8,
easyocr,206,LINCO1550 ,LINC01550,0.8,0.8421052631578947,
easyocr,207,RNF157,RNF157,1.0,1.0,
easyocr,208,GEIDA,FCHSD2,0.16666666666666663,0.18181818181818182,
easyocr,209,AFA,TAFA1,0.6,0.75,
easyocr,210,,NDUFA5P6,0.0,0.0,yes
easyocr,211,LINCO2547,LINC02547,0.8888888888888888,0.8888888888888888,
easyocr,212,METTLA,METTL4,0.8333333333333334,0.8333333333333334,
easyocr,213,RADS 1,RAD51D,0.5,0.6666666666666666,
easyocr,214,SNORD169,SNORD169,1.0,1.0,
easyocr,215,aMFMTOTR,TMEM191B,0.25,0.25,
easyocr,216,FAND?,ZFAND2A-DT,0.4,0.5333333333333333,
easyocr,217,RNzSL2HI,RN7SL254P,0.5555555555555556,0.5882352941176471,
easyocr,218,,LINC02791,0.0,0.0,
easyocr,219,HRKe,HRK,0.75,0.8571428571428571,
easyocr,220,EYA2-ASI,EYA2-AS1,0.875,0.875,
easyocr,221,,KLF17P1,0.0,0.0,yes
easyocr,222,,RPL13AP22,0.0,0.0,
easyocr,223,6:,OR6X1,0.19999999999999996,0.2857142857142857,
easyocr,224,,FN3KRP,0.0,0.0,
easyocr,225,,SSTR1,0.0,0.0,
easyocr,226,IRi-GAT,TRI-GAT1-2,0.5,0.5882352941176471,
easyocr,227,IMSLSPM,MSL3P1,0.5714285714285714,0.6153846153846154,
easyocr,228,,EEF1A1P16,0.0,0.0,yes
easyocr,229,FLENEAS,ELFN1-AS1,0.4444444444444444,0.5,
easyocr,230,RNU6-739P,RNU6-739P,1.0,1.0,
easyocr,231,TTNC01878,LINC01878,0.7777777777777778,0.7777777777777778,
easyocr,232,RPLIOP2,RPL10P2,0.7142857142857143,0.7142857142857143,
easyocr,233,,NBPF25P,0.0,0.0,
easyocr,234,QME,NME1,0.5,0.5714285714285714,
easyocr,235,RENBT,RENBP,0.8,0.8,
easyocr,236,[RN6I6 25512,RNU6-255P,0.5,0.5714285714285714,
easyocr,237,=,MGST3,0.0,0.0,yes
easyocr,238,TPMiP3o,NPM1P30,0.5714285714285714,0.5714285714285714,
easyocr,239,,MIR598,0.0,0.0,
easyocr,240,/v3y1,ZNF286B,0.0,0.0,
easyocr,241,PNbe,MTRNR2L5,0.125,0.16666666666666666,
easyocr,242,SF3BE,SF3B6,0.8,0.8,
easyocr,243,SNORAT4-,SNORA14A,0.75,0.75,
easyocr,244,Vi5_ -,MIR548AI,0.125,0.14285714285714285,
easyocr,245,,PRKAR1AP1,0.0,0.0,
easyocr,246,,PLCB3,0.0,0.0,
easyocr,247,,B3GALNT2,0.0,0.0,
easyocr,248,DI DY,BTBD9,0.19999999999999996,0.2,
easyocr,249,,TRAFD1,0.0,0.0,
easyocr,250,,MAGEA7P,0.0,0.0,yes
easyocr,251,EZH1,EZH1,1.0,1.0,
easyocr,252,,OR9G2P,0.0,0.0,
easyocr,253,REG3G,REG3G,1.0,1.0,
easyocr,254,MMZ,LIMD2,0.19999999999999996,0.25,
easyocr,255,,KDM2A,0.0,0.0,
easyocr,256,,LINC02938,0.0,0.0,
easyocr,257,,TAS2R15P,0.0,0.0,
easyocr,258,,PSMA1,0.0,0.0,
easyocr,259,,RNA5SP318,0.0,0.0,
easyocr,260,,RPL21P96,0.0,0.0,yes
easyocr,261,MAPREB,MAPRE3,0.8333333333333334,0.8333333333333334,
easyocr,262,MTNDSP44,MTND5P44,0.875,0.875,
easyocr,263,AKS,AK5,0.6666666666666667,0.6666666666666666,
easyocr,264,,BMS1P9,0.0,0.0,
easyocr,265,(TYBPC,MYBPC3,0.5,0.6666666666666666,
easyocr,266,,LINC01558,0.0,0.0,
easyocr,267,,PTBP1P,0.0,0.0,
easyocr,268,,RNU4-35P,0.0,0.0,
easyocr,269,Nalcha,NSMCE2,0.16666666666666663,0.16666666666666666,
easyocr,270,IGKVID-[2,IGKV1D-12,0.7777777777777778,0.7777777777777778,
easyocr,271,,RNU6ATAC15P,0.0,0.0,
easyocr,272,RPLEP4,RPL12P4,0.7142857142857143,0.7692307692307693,
easyocr,273,SRDSAI,SRD5A1,0.6666666666666667,0.6666666666666666,
easyocr,274,RPSPGP],RPS26P1,0.5714285714285714,0.5714285714285714,
easyocr,275,,AIDAP2,0.0,0.0,
easyocr,276,COL4A3,COL4A3,1.0,1.0,
easyocr,277,IFNL4,IFNL4,1.0,1.0,
easyocr,278,WDR75,WDR75,1.0,1.0,
easyocr,279,RNISLZ4ZP,RN7SL242P,0.6666666666666667,0.6666666666666666,
easyocr,280,C4 2,CA2,0.5,0.5714285714285714,
easyocr,281,,CMA1,0.0,0.0,yes
easyocr,282,,IKZF1,0.0,0.0,
easyocr,283,SNONdJOB:,SNORD88B,0.4444444444444444,0.47058823529411764,
easyocr,284,,HSD11B1-AS1,0.0,0.0,
easyocr,285,TMEM165,TMEM165,1.0,1.0,
easyocr,286,ZBTBau-ASL,ZBTB47-AS1,0.7,0.7,
easyocr,287,SNX2,SNX2,1.0,1.0,
easyocr,288,C2ort8s,C2orf83,0.7142857142857143,0.7142857142857143,
easyocr,289,DENNDZB-ASl,DENND2B-AS1,0.8181818181818181,0.8181818181818182,
easyocr,290,TXLNGV,TXLNGY,0.8333333333333334,0.8333333333333334,
easyocr,291,B,RIMKLBP2,0.125,0.2222222222222222,
easyocr,292,MAPAK,MAP4K3-DT,0.4444444444444444,0.5714285714285714,
easyocr,293,MIKI297,MIR1297,0.7142857142857143,0.7142857142857143,
easyocr,294,,RNU7-41P,0.0,0.0,
easyocr,295,,TEX21P,0.0,0.0,
easyocr,296,KRTS,KRT18,0.6,0.6666666666666666,
easyocr,297,Loc,RARS1,0.0,0.0,
easyocr,298,MTNDZP36,MTND2P36,0.875,0.875,
easyocr,299,SLC24A3-AST,SLC24A3-AS1,0.9090909090909091,0.9090909090909091,
easyocr,300,RMlt,RMI1,0.5,0.5,
easyocr,301,IGKVBOR2-5,IGKV3OR2-5,0.9,0.9,
easyocr,302,PLEKHAzPi,PLEKHA3P1,0.7777777777777778,0.7777777777777778,
easyocr,303,,SCGB2A2,0.0,0.0,
easyocr,304,RAPTBPT,RAP1BP1,0.7142857142857143,0.7142857142857143,
easyocr,305,OSBLSIF,SSBL3P,0.4285714285714286,0.46153846153846156,
easyocr,306,ARGLUI,ARGLU1,0.8333333333333334,0.8333333333333334,
easyocr,307,LRRNS,LRRN3,0.8,0.8,
easyocr,308,MR54813,MIR548I3,0.75,0.8,
easyocr,309,SNRNP4O,SNRNP40,0.8571428571428572,0.8571428571428571,
easyocr,310,SLC4SA3,SLC45A3,0.8571428571428572,0.8571428571428571,
easyocr,311,,UPP1,0.0,0.0,
easyocr,312,,TRERF1,0.0,0.0,
easyocr,313,,MAP4K5,0.0,0.0,yes
easyocr,314,,SENP1,0.0,0.0,
easyocr,315,DEFB129,DEFB129,1.0,1.0,
easyocr,316,MIR1302-10,MIR1302-10,1.0,1.0,
easyocr,317,,FLNC,0.0,0.0,
easyocr,318,,CA3,0.0,0.0,
easyocr,319,,RN7SL68P,0.0,0.0,
easyocr,320,,HNRNPCP10,0.0,0.0,yes
easyocr,321,,FRZB,0.0,0.0,
easyocr,322,CLK4,CLK4,1.0,1.0,
easyocr,323,TMX,TMX3,0.75,0.8571428571428571,
easyocr,324,RNA5S1?,RNA5S13,0.8571428571428572,0.8571428571428571,
easyocr,325,RPL2opg,RPL26P9,0.5714285714285714,0.5714285714285714,
easyocr,326,,IGHV1-69D,0.0,0.0,
easyocr,327,HOTAIRMi,HOTAIRM1,0.875,0.875,
easyocr,328,SIGLEC31p,SIGLEC31P,0.8888888888888888,0.8888888888888888,
easyocr,329,,IL17D,0.0,0.0,yes
easyocr,330,,DSC3,0.0,0.0,
easyocr,331,NDUFA6-D [,NDUFA6-DT,0.8,0.8421052631578947,
easyocr,332,VBPle},WBP1P2,0.33333333333333337,0.3333333333333333,
easyocr,333,MIR492,MIR492,1.0,1.0,
easyocr,334,OUD,SCD,0.33333333333333337,0.3333333333333333,
easyocr,335,MIR12132,MIR12132,1.0,1.0,
easyocr,336,Metn,RNU7-125P,0.0,0.0,
easyocr,337,,CTNND2,0.0,0.0,
easyocr,338,FRGT,FRG1,0.75,0.75,
easyocr,339,MTNDZP16,MTND2P16,0.875,0.875,
easyocr,340,RAB6A,RAB6A,1.0,1.0,
easyocr,341,dGHV4->,IGHV4-4,0.7142857142857143,0.7142857142857143,
easyocr,342,,MIR6870,0.0,0.0,yes
easyocr,343,,ADAMTS9,0.0,0.0,yes
easyocr,344,OR7EI48P,OR7E148P,0.875,0.875,
easyocr,345,,RPL23AP27,0.0,0.0,
easyocr,346,,HSPA8P17,0.0,0.0,
easyocr,347,RPL29P24,RPL29P24,1.0,1.0,
easyocr,348,TIFAB,TIFAB,1.0,1.0,
easyocr,349,DENNDSh,DENND5B,0.7142857142857143,0.7142857142857143,
easyocr,350,,OR52B2,0.0,0.0,
easyocr,351,BRDZP6,BRD7P6,0.8333333333333334,0.8333333333333334,
easyocr,352,,GNPATP,0.0,0.0,
easyocr,353,RNASSP-72,RNA5SP272,0.7777777777777778,0.7777777777777778,
easyocr,354,SIRTZ,SIRT7,0.8,0.8,
easyocr,355,,PCDHGB2,0.0,0.0,
easyocr,356,LINCo17o,LINC01070,0.6666666666666667,0.7058823529411765,
easyocr,357,ALDH3A2,ALDH3A2,1.0,1.0,
easyocr,358,,KIF19BP,0.0,0.0,yes
easyocr,359,,MIR4645,0.0,0.0,
easyocr,360,TMEM9B-AST,TMEM9B-AS1,0.9,0.9,
easyocr,361,,OSBPL1A,0.0,0.0,
easyocr,362,SMCRS,SMCR5,0.8,0.8,
easyocr,363,,RNU6-823P,0.0,0.0,
easyocr,364,,TIGD5,0.0,0.0,yes
easyocr,365,HIGDIAP9,HIGD1AP9,0.875,0.875,
easyocr,366,,ERVH-1,0.0,0.0,yes
easyocr,367,,PA2G4P2,0.0,0.0,yes
easyocr,368,ORsMzP',OR5M2P,0.5714285714285714,0.6153846153846154,
easyocr,369,ONAJBS,DNAJB5,0.6666666666666667,0.6666666666666666,
easyocr,370,,BICDL3P,0.0,0.0,yes
easyocr,371,,PCMTD1-DT,0.0,0.0,yes
easyocr,372,ATPSFIAP4,ATP5F1AP4,0.7777777777777778,0.7777777777777778,
easyocr,373,FCFI8,FGF18,0.6,0.6,
easyocr,374,RNZSL494P,RN7SL494P,0.8888888888888888,0.8888888888888888,
easyocr,375,,SLC6A2,0.0,0.0,
easyocr,376,Ienno,HAP1,0.0,0.0,
easyocr,377,,RN7SL503P,0.0,0.0,
easyocr,378,COXZC,COX7C,0.8,0.8,
easyocr,379,LINC02926,LINC02926,1.0,1.0,
easyocr,380,,GDF5,0.0,0.0,
easyocr,381,Fut,FNTB,0.25,0.2857142857142857,
easyocr,382,,FRA2D,0.0,0.0,
easyocr,383,RACIP:,RAC1P8,0.6666666666666667,0.6666666666666666,
easyocr,384,APBBZ,APBB2,0.8,0.8,
easyocr,385,,ZDHHC20,0.0,0.0,
easyocr,386,FRBV23-,TRBV23-1,0.75,0.8,
easyocr,387,,RN7SL6P,0.0,0.0,
easyocr,388,ORSMZP,OR5M2P,0.6666666666666667,0.6666666666666666,
easyocr,389,,SCAMP1-AS1,0.0,0.0,
easyocr,390,MTATPoLZ,MTATP8P2,0.625,0.625,
easyocr,391,VzSKP,RN7SKP2,0.4285714285714286,0.5,
easyocr,392,,DUX4L39,0.0,0.0,
easyocr,393,Se,SASH3,0.19999999999999996,0.2857142857142857,
easyocr,394,,CAPSL-DT,0.0,0.0,
easyocr,395,,RPL7AP57,0.0,0.0,
easyocr,396,FBLIMIPI,FBLIM1P1,0.75,0.75,
easyocr,397,RPL23AP27,RPL23AP27,1.0,1.0,
easyocr,398,CAMKID,CAMK1D,0.8333333333333334,0.8333333333333334,
easyocr,399,Pp71P5/,RPL21P57,0.5,0.5333333333333333,
easyocr,400,,SLC7A11,0.0,0.0,
easyocr,401,,SEMA6B,0.0,0.0,yes
easyocr,402,,UQCRHP2,0.0,0.0,yes
easyocr,403,,LCE3D,0.0,0.0,yes
easyocr,404,aln6rt3,LRRC37B,0.0,0.14285714285714285,
easyocr,405,ABCA12,ABCA12,1.0,1.0,
easyocr,406,LINCO1835,LINC01839,0.7777777777777778,0.7777777777777778,
easyocr,407,FAMII1B,FAM111B,0.7142857142857143,0.7142857142857143,
easyocr,408,,PDK1P2,0.0,0.0,
easyocr,409,RBMIZPE,RBM17P1,0.5714285714285714,0.5714285714285714,
easyocr,410,LINC0161,LINC01611,0.8888888888888888,0.9411764705882353,
easyocr,411,,MIR3689F,0.0,0.0,
easyocr,412,PNA5S8478,RNA5SP478,0.7777777777777778,0.7777777777777778,
easyocr,413,RPSSP6,RPS8P6,0.8333333333333334,0.8333333333333334,
easyocr,414,(ofRTTP,PCDHB17P,0.125,0.13333333333333333,
easyocr,415,APzl,AP3D1,0.4,0.4444444444444444,
easyocr,416,-,RPS10P24,0.0,0.0,
easyocr,417,C2orf27A,C2orf27A,1.0,1.0,
easyocr,418,CKSIBPS,CKS1BP5,0.7142857142857143,0.7142857142857143,
easyocr,419,,RMDN2,0.0,0.0,
easyocr,420,HOXC13,HOXC13,1.0,1.0,
easyocr,421,DBNT,DBN1,0.75,0.75,
easyocr,422,DN,SNX7,0.25,0.3333333333333333,
easyocr,423,RNU7-194P,RNU7-194P,1.0,1.0,
easyocr,424,,SLCO4A1-AS2,0.0,0.0,
easyocr,425,PTCDOPO,PTCD2P2,0.7142857142857143,0.7142857142857143,
easyocr,426,,RPS27P19,0.0,0.0,
easyocr,427,#N7Ciod,RN7SL100P,0.2222222222222222,0.25,
easyocr,428,EXOSC3PT,EXOSC3P1,0.875,0.875,
easyocr,429,AeCos,RNU6-293P,0.0,0.0,
easyocr,430,RPI 284025,RPL23AP25,0.5,0.5263157894736842,
easyocr,431,,FYCO1,0.0,0.0,
easyocr,432,,NAALADL2,0.0,0.0,
easyocr,433,,SHQ1,0.0,0.0,
easyocr,434,HELT,HELT,1.0,1.0,
easyocr,435,,ENHO,0.0,0.0,
easyocr,436,LAMTORS-AST,LAMTOR5-AS1,0.8181818181818181,0.8181818181818182,
easyocr,437,MIR6802,MIR6802,1.0,1.0,
easyocr,438,MRGCS,MIR608,0.33333333333333337,0.36363636363636365,
easyocr,439,,RN7SKP132,0.0,0.0,
easyocr,440,ToPuz,TSPO2,0.4,0.4,
easyocr,441,,ARVCF,0.0,0.0,
easyocr,442,F430567E<7,ARPP21-AS1,0.0,0.0,
easyocr,443,,OR4Q3,0.0,0.0,yes
easyocr,444,RNZSL513P,RN7SL513P,0.8888888888888888,0.8888888888888888,
easyocr,445,TGlF 2,TGIF2,0.6666666666666667,0.7272727272727273,
easyocr,446,LHFPLJ,LHFPL5,0.8333333333333334,0.8333333333333334,
easyocr,447,BLOCISA,BLOC1S4,0.7142857142857143,0.7142857142857143,
easyocr,448,,BRF2,0.0,0.0,
easyocr,449,,ADAM21P1,0.0,0.0,
easyocr,450,,EIF3EP1,0.0,0.0,yes
easyocr,451,NDUFASP1O,NDUFA5P10,0.7777777777777778,0.7777777777777778,
easyocr,452,,H3C9P,0.0,0.0,yes
easyocr,453,EIFSE,EIF3E,0.8,0.8,
easyocr,454,TMB,ZIM3,0.25,0.2857142857142857,
easyocr,455,LYPLAL,LYPLAL1,0.8571428571428572,0.9230769230769231,
easyocr,456,MT-NDI,MT-ND1,0.8333333333333334,0.8333333333333334,
easyocr,457,VRA,MRAP,0.5,0.5714285714285714,
easyocr,458,PRKGI-ASI,PRKG1-AS1,0.7777777777777778,0.7777777777777778,
easyocr,459,,FGF7P6,0.0,0.0,
