model,image,prediction,ground truth,1-NED,difflib ratio,difficult image
keras,59,ginpdai,GNPDA1,0.0,0.0,
keras,60,thbszas1,THBS3-AS1,0.11111111111111116,0.11764705882352941,
keras,61,rnug,RNU6-477P,0.0,0.0,
keras,62,orsg5,OR8G5,0.19999999999999996,0.2,
keras,63,nomo,NOMO3,0.0,0.0,
keras,64,rplziap,RPL27AP,0.0,0.0,
keras,65,rpl23apio,RPL23AP90,0.2222222222222222,0.2222222222222222,
keras,66,bage,BAGE,0.0,0.0,
keras,67,,SLC38A10,0.0,0.0,
keras,68,pmszcl,PMS2CL,0.0,0.0,
keras,69,ce,HAND2,0.0,0.0,
keras,70,eeflatpia,EEF1A1P19,0.0,0.0,
keras,71,slcza,SLC2A9,0.0,0.0,
keras,72,,ANKRD54P1,0.0,0.0,
keras,73,linco1774,LINC01774,0.4444444444444444,0.4444444444444444,
keras,74,grinzb,GRIN2B,0.0,0.0,
keras,75,,TMED10P1,0.0,0.0,yes
keras,76,mlraool,MIR4661,0.0,0.0,
keras,77,tmemiozb,TMEM167B,0.0,0.0,
keras,78,lictide,CHCHD4P2,0.0,0.0,yes
keras,79,,NUP35P2,0.0,0.0,
keras,80,wdre2p2,WDR82P2,0.2857142857142857,0.2857142857142857,
keras,81,se,LINC00596,0.0,0.0,yes
keras,82,famz2zb,FAM227B,0.1428571428571429,0.14285714285714285,
keras,83,,CCNO,0.0,0.0,
keras,84,,RNU5F-5P,0.0,0.0,yes
keras,85,foooa,ZNF780A,0.0,0.0,
keras,86,meepn,MFFP2,0.0,0.0,
keras,87,anozln,ANO7L1,0.0,0.0,
keras,88,gpris,GPR15,0.0,0.0,
keras,89,dn,DLG1-AS1,0.0,0.0,
keras,90,lyl1,LYL1,0.25,0.25,
keras,91,dgko,DGKQ,0.0,0.0,
keras,92,,CSTP1,0.0,0.0,yes
keras,93,ppiapii,PPIAP11,0.0,0.0,
keras,94,tast,NKX2-1-AS1,0.0,0.0,
keras,95,aeas,ZNF674-AS1,0.0,0.0,
keras,96,neurogs,NEUROG3,0.0,0.0,
keras,97,plac,PLAC9,0.0,0.0,
keras,98,iragi,IRAG1-AS1,0.0,0.0,
keras,99,oroji,OR6J1,0.0,0.0,
keras,100,rpl3ips,RPL31P8,0.1428571428571429,0.14285714285714285,
keras,101,hmhbi,HMHB1,0.0,0.0,
keras,102,co1qo,LINC01003,0.11111111111111116,0.14285714285714285,
keras,103,,UBE2V1P6,0.0,0.0,
keras,104,,RNU6-1134P,0.0,0.0,
keras,105,658,LINC01653,0.2222222222222222,0.3333333333333333,
keras,106,rabggte,RABGGTB,0.0,0.0,
keras,107,0r52n5,OR52N5,0.5,0.5,
keras,108,craued,OR2W4P,0.0,0.0,
keras,109,klhlz3,KLHL23,0.16666666666666663,0.16666666666666666,
keras,110,gaapl,ATG4AP1,0.0,0.0,
keras,111,,FAM107A,0.0,0.0,
keras,112,,MIR3170,0.0,0.0,
keras,113,,SMANTIS,0.0,0.0,
keras,114,cdrtispi,CDRT15P1,0.0,0.0,
keras,115,asxlz,ASXL2,0.0,0.0,
keras,116,sqle,SQLE-DT,0.0,0.0,
keras,117,rnzslszp,RN7SL57P,0.0,0.0,
keras,118,prrgy,PRRG2,0.0,0.0,
keras,119,pekl,PFKL,0.0,0.0,
keras,120,lpare,LPAR6,0.0,0.0,
keras,121,pabpclp10,PABPC1P10,0.2222222222222222,0.2222222222222222,
keras,122,,CC2D2B,0.0,0.0,yes
keras,123,ebxoas,FBXO48,0.0,0.0,
keras,124,mtndi,MTND1P32,0.0,0.0,
keras,125,rpesapit,RPL18AP17,0.0,0.0,
keras,126,,HMGN2P45,0.0,0.0,
keras,127,rplsipes,RPL31P23,0.0,0.0,
keras,128,,RNU1-83P,0.0,0.0,yes
keras,129,,RAB44,0.0,0.0,yes
keras,130,,RNU6-409P,0.0,0.0,
keras,131,gaddhpia,GAPDHP14,0.0,0.0,
keras,132,setpi,SETP1,0.0,0.0,
keras,133,,MIRLET7F2,0.0,0.0,
keras,134,raiid,FRA11B,0.0,0.0,
keras,135,misp,MISP,0.0,0.0,
keras,136,tdro,TDRG1,0.0,0.0,
keras,137,lincozo12,LINC02012,0.2222222222222222,0.2222222222222222,
keras,138,min7156,MIR7156,0.5714285714285714,0.5714285714285714,
keras,139,nouoz,LINC01079,0.0,0.0,
keras,140,,IGSF21,0.0,0.0,yes
keras,141,dede,RERG,0.0,0.0,
keras,142,rnabspase,RNA5SP489,0.0,0.0,
keras,143,pabpcipi3,PABPC1P13,0.11111111111111116,0.1111111111111111,
keras,144,acer2,ACER2,0.19999999999999996,0.2,
keras,145,rplsip69,RPL31P39,0.125,0.125,
keras,146,rasliz,RASL12,0.0,0.0,
keras,147,hhiple,HHIPL2,0.0,0.0,
keras,148,ic,WAC,0.0,0.0,
keras,149,,PMS2P14,0.0,0.0,yes
keras,150,fosb,FOSB,0.0,0.0,
keras,151,tmem186,TMEM186,0.4285714285714286,0.42857142857142855,
keras,152,gmds,GMDS,0.0,0.0,
keras,153,cdcae,CDC27P1,0.0,0.0,
keras,154,glisasi,GLIS2-AS1,0.0,0.0,
keras,155,mirizs,MIR1251,0.0,0.0,
keras,156,rplyze1,RPL37P17,0.125,0.13333333333333333,
keras,157,,EMILIN1,0.0,0.0,
keras,158,rela,RELA,0.0,0.0,
keras,159,,RNU6-70P,0.0,0.0,
keras,160,,MTND2P38,0.0,0.0,
keras,161,relizz,RPL22,0.0,0.0,
keras,162,,CYP2C58P,0.0,0.0,yes
keras,163,msantds,MSANTD7,0.0,0.0,
keras,164,nuiap,RNU2-34P,0.0,0.0,
keras,165,,POLDIP2,0.0,0.0,yes
keras,166,pabpnil,PABPN1L,0.0,0.0,
keras,167,,MIR6801,0.0,0.0,yes
keras,168,,ARHGAP42P4,0.0,0.0,
keras,169,rnuge,RNU6-1235P,0.0,0.0,
keras,170,,MIR1302-2,0.0,0.0,yes
keras,171,pudp,PUDP,0.0,0.0,
keras,172,acvrebasi,ACVR2B-AS1,0.0,0.0,
keras,173,,G2E3-AS1,0.0,0.0,yes
keras,174,rnasspi,RNA5SP164,0.0,0.0,
keras,175,snorat1g,SNORA11G,0.125,0.125,
keras,176,nfaic,ZNF419,0.0,0.0,
keras,177,rgv,TRGV11,0.0,0.0,
keras,178,znfz22,ZNF222,0.33333333333333337,0.3333333333333333,
keras,179,rpl21p24,RPL21P24,0.5,0.5,
keras,180,clec4op,CLEC4OP,0.1428571428571429,0.14285714285714285,
keras,181,lincuotlo,LINC00710,0.0,0.0,
keras,182,,ZNF723,0.0,0.0,
keras,183,,TBX5,0.0,0.0,
keras,184,krt73,KRT73,0.4,0.4,
keras,185,myly,MYL7,0.0,0.0,
keras,186,tnyb,TTTY13C,0.0,0.0,
keras,187,rps26pi4,RPS26P14,0.375,0.375,
keras,188,osbel,OSBPL2,0.0,0.0,
keras,189,trimbopsy,TRIM60P3Y,0.0,0.0,
keras,190,rxfpa,RXFP4,0.0,0.0,
keras,191,rnzsl826p,RN7SL826P,0.33333333333333337,0.3333333333333333,
keras,192,uqcri1,UQCR11,0.16666666666666663,0.16666666666666666,
keras,193,galnitloast,GALNTL6-AS1,0.0,0.0,
keras,194,rnubata,RNU6ATAC35P,0.0,0.0,
keras,195,,LINC01165,0.0,0.0,yes
keras,196,,DLX6-AS1,0.0,0.0,yes
keras,197,rpsbapsa,RPS3AP54,0.0,0.0,
keras,198,,ACSM1,0.0,0.0,yes
keras,199,iglv331,IGLV3-31,0.375,0.4,
keras,200,hnrnpaipol,HNRNPA1P61,0.0,0.0,
keras,201,lincotz4z,LINC01242,0.11111111111111116,0.1111111111111111,
keras,202,eamiaag,FAM74A6,0.0,0.0,
keras,203,,CNNM2,0.0,0.0,
keras,204,znhit3,ZNHIT3,0.16666666666666663,0.16666666666666666,
keras,205,placg,PLAC9,0.0,0.0,
keras,206,linco1550,LINC01550,0.4444444444444444,0.4444444444444444,
keras,207,rnft57,RNF157,0.33333333333333337,0.3333333333333333,
keras,208,cesd,FCHSD2,0.0,0.0,
keras,209,afal,TAFA1,0.0,0.0,
keras,210,,NDUFA5P6,0.0,0.0,yes
keras,211,linco25a7,LINC02547,0.33333333333333337,0.3333333333333333,
keras,212,mettla,METTL4,0.0,0.0,
keras,213,rads1d,RAD51D,0.16666666666666663,0.16666666666666666,
keras,214,snordi169,SNORD169,0.33333333333333337,0.35294117647058826,
keras,215,amem,TMEM191B,0.0,0.0,
keras,216,fandadt,ZFAND2A-DT,0.0,0.0,
keras,217,rnzsle,RN7SL254P,0.0,0.0,
keras,218,coz,LINC02791,0.0,0.0,
keras,219,hrk,HRK,0.0,0.0,
keras,220,eyazasl,EYA2-AS1,0.0,0.0,
keras,221,,KLF17P1,0.0,0.0,yes
keras,222,,RPL13AP22,0.0,0.0,
keras,223,oroxt,OR6X1,0.0,0.0,
keras,224,enskre,FN3KRP,0.0,0.0,
keras,225,,SSTR1,0.0,0.0,
keras,226,lriggatiy,TRI-GAT1-2,0.0,0.0,
keras,227,mslipt,MSL3P1,0.0,0.0,
keras,228,,EEF1A1P16,0.0,0.0,yes
keras,229,elenilasl,ELFN1-AS1,0.0,0.0,
keras,230,739p,RNU6-739P,0.33333333333333337,0.46153846153846156,
keras,231,linco187e,LINC01878,0.33333333333333337,0.3333333333333333,
keras,232,rpl,RPL10P2,0.0,0.0,
keras,233,,NBPF25P,0.0,0.0,
keras,234,nme,NME1,0.0,0.0,
keras,235,renbe,RENBP,0.0,0.0,
keras,236,rnuo2551,RNU6-255P,0.33333333333333337,0.35294117647058826,
keras,237,vgs,MGST3,0.0,0.0,yes
keras,238,npmipzo,NPM1P30,0.0,0.0,
keras,239,s,MIR598,0.0,0.0,
keras,240,znfzsgb,ZNF286B,0.0,0.0,
keras,241,irnrzd,MTRNR2L5,0.0,0.0,
keras,242,sf3be,SF3B6,0.19999999999999996,0.2,
keras,243,snoral,SNORA14A,0.0,0.0,
keras,244,mir5a8a,MIR548AI,0.25,0.26666666666666666,
keras,245,,PRKAR1AP1,0.0,0.0,
keras,246,llod,PLCB3,0.0,0.0,
keras,247,bsgalnn,B3GALNT2,0.0,0.0,
keras,248,blbdy,BTBD9,0.0,0.0,
keras,249,,TRAFD1,0.0,0.0,
keras,250,,MAGEA7P,0.0,0.0,yes
keras,251,ezhi,EZH1,0.0,0.0,
keras,252,arocd,OR9G2P,0.0,0.0,
keras,253,reg3g,REG3G,0.19999999999999996,0.2,
keras,254,cimdz,LIMD2,0.0,0.0,
keras,255,adna,KDM2A,0.0,0.0,
keras,256,mncozbes,LINC02938,0.0,0.0,
keras,257,,TAS2R15P,0.0,0.0,
keras,258,,PSMA1,0.0,0.0,
keras,259,rrs,RNA5SP318,0.0,0.0,
keras,260,,RPL21P96,0.0,0.0,yes
keras,261,mapres,MAPRE3,0.0,0.0,
keras,262,mtndsp44,MTND5P44,0.25,0.25,
keras,263,ak5,AK5,0.33333333333333337,0.3333333333333333,
keras,264,dmsi,BMS1P9,0.0,0.0,
keras,265,ybpc,MYBPC3,0.0,0.0,
keras,266,,LINC01558,0.0,0.0,
keras,267,sabe,PTBP1P,0.0,0.0,
keras,268,knu,RNU4-35P,0.0,0.0,
keras,269,nsmced,NSMCE2,0.0,0.0,
keras,270,igkvidiz,IGKV1D-12,0.0,0.0,
keras,271,rinugataciss,RNU6ATAC15P,0.0,0.0,
keras,272,rplizpa,RPL12P4,0.0,0.0,
keras,273,srdsal,SRD5A1,0.0,0.0,
keras,274,rps26p1,RPS26P1,0.4285714285714286,0.42857142857142855,
keras,275,loe,AIDAP2,0.0,0.0,
keras,276,colaa3,COL4A3,0.16666666666666663,0.16666666666666666,
keras,277,ifnla,IFNL4,0.0,0.0,
keras,278,wdr75,WDR75,0.4,0.4,
keras,279,rnzslzazp,RN7SL242P,0.0,0.0,
keras,280,ca2,CA2,0.33333333333333337,0.3333333333333333,
keras,281,,CMA1,0.0,0.0,yes
keras,282,,IKZF1,0.0,0.0,
keras,283,snordasb,SNORD88B,0.0,0.0,
keras,284,ndibe,HSD11B1-AS1,0.0,0.0,
keras,285,tmem165,TMEM165,0.4285714285714286,0.42857142857142855,
keras,286,zbtbatlasl,ZBTB47-AS1,0.0,0.0,
keras,287,snx2,SNX2,0.25,0.25,
keras,288,c2orf3,C2orf83,0.7142857142857143,0.7692307692307693,
keras,289,denindzbas,DENND2B-AS1,0.0,0.0,
keras,290,txlngy,TXLNGY,0.0,0.0,
keras,291,rimklbpe,RIMKLBP2,0.0,0.0,
keras,292,mapakzdt,MAP4K3-DT,0.0,0.0,
keras,293,miri277,MIR1297,0.2857142857142857,0.2857142857142857,
keras,294,nuf,RNU7-41P,0.0,0.0,
keras,295,,TEX21P,0.0,0.0,
keras,296,krtis,KRT18,0.0,0.0,
keras,297,aes,RARS1,0.0,0.0,
keras,298,mtndep36,MTND2P36,0.25,0.25,
keras,299,slcz4abast,SLC24A3-AS1,0.09090909090909094,0.09523809523809523,
keras,300,rmlr,RMI1,0.0,0.0,
keras,301,gkv3or25,IGKV3OR2-5,0.30000000000000004,0.3333333333333333,
keras,302,plekhazpi,PLEKHA3P1,0.0,0.0,
keras,303,,SCGB2A2,0.0,0.0,
keras,304,rapl,RAP1BP1,0.0,0.0,
keras,305,ssblsp,SSBL3P,0.0,0.0,
keras,306,arglui,ARGLU1,0.0,0.0,
keras,307,lrrns,LRRN3,0.0,0.0,
keras,308,mir54813,MIR548I3,0.5,0.5,
keras,309,snrnpao,SNRNP40,0.0,0.0,
keras,310,slcaa3,SLC45A3,0.1428571428571429,0.15384615384615385,
keras,311,,UPP1,0.0,0.0,
keras,312,,TRERF1,0.0,0.0,
keras,313,,MAP4K5,0.0,0.0,yes
keras,314,,SENP1,0.0,0.0,
keras,315,defb129,DEFB129,0.4285714285714286,0.42857142857142855,
keras,316,mirisozid,MIR1302-10,0.0,0.0,
keras,317,,FLNC,0.0,0.0,
keras,318,ca3,CA3,0.33333333333333337,0.3333333333333333,
keras,319,knslosp,RN7SL68P,0.0,0.0,
keras,320,,HNRNPCP10,0.0,0.0,yes
keras,321,frzb,FRZB,0.0,0.0,
keras,322,clk4,CLK4,0.25,0.25,
keras,323,tmxz,TMX3,0.0,0.0,
keras,324,rnass13,RNA5S13,0.2857142857142857,0.2857142857142857,
keras,325,rplzopg,RPL26P9,0.0,0.0,
keras,326,,IGHV1-69D,0.0,0.0,
keras,327,hotairm,HOTAIRM1,0.0,0.0,
keras,328,siglecsip,SIGLEC31P,0.0,0.0,
keras,329,,IL17D,0.0,0.0,yes
keras,330,dsc8,DSC3,0.0,0.0,
keras,331,ndueabdl,NDUFA6-DT,0.0,0.0,
keras,332,wbpipz,WBP1P2,0.0,0.0,
keras,333,mir492,MIR492,0.5,0.5,
keras,334,scd,SCD,0.0,0.0,
keras,335,miri2157,MIR12132,0.25,0.25,
keras,336,snolss,RNU7-125P,0.0,0.0,
keras,337,ctnndd,CTNND2,0.0,0.0,
keras,338,rgi,FRG1,0.0,0.0,
keras,339,mtnd2pi6,MTND2P16,0.25,0.25,
keras,340,rab6a,RAB6A,0.19999999999999996,0.2,
keras,341,ighvaa,IGHV4-4,0.0,0.0,
keras,342,,MIR6870,0.0,0.0,yes
keras,343,,ADAMTS9,0.0,0.0,yes
keras,344,orze148p,OR7E148P,0.375,0.375,
keras,345,,RPL23AP27,0.0,0.0,
keras,346,,HSPA8P17,0.0,0.0,
keras,347,rpl2gp24,RPL29P24,0.375,0.375,
keras,348,tifab,TIFAB,0.0,0.0,
keras,349,denndsb,DENND5B,0.0,0.0,
keras,350,orbae,OR52B2,0.0,0.0,
keras,351,brd7p6,BRD7P6,0.33333333333333337,0.3333333333333333,
keras,352,opam,GNPATP,0.0,0.0,
keras,353,rnasspaz,RNA5SP272,0.0,0.0,
keras,354,sirt7,SIRT7,0.19999999999999996,0.2,
keras,355,edhgba,PCDHGB2,0.0,0.0,
keras,356,lincoioto,LINC01070,0.0,0.0,
keras,357,aldhba2,ALDH3A2,0.1428571428571429,0.14285714285714285,
keras,358,,KIF19BP,0.0,0.0,yes
keras,359,,MIR4645,0.0,0.0,
keras,360,tmemabast,TMEM9B-AS1,0.0,0.0,
keras,361,gosallia,OSBPL1A,0.0,0.0,
keras,362,smcr5,SMCR5,0.19999999999999996,0.2,
keras,363,,RNU6-823P,0.0,0.0,
keras,364,,TIGD5,0.0,0.0,yes
keras,365,higdiapy,HIGD1AP9,0.0,0.0,
keras,366,,ERVH-1,0.0,0.0,yes
keras,367,,PA2G4P2,0.0,0.0,yes
keras,368,orsmzp,OR5M2P,0.0,0.0,
keras,369,dnajbs,DNAJB5,0.0,0.0,
keras,370,,BICDL3P,0.0,0.0,yes
keras,371,pcmidiedt,PCMTD1-DT,0.0,0.0,yes
keras,372,atpsflapa,ATP5F1AP4,0.0,0.0,
keras,373,fofis,FGF18,0.0,0.0,
keras,374,rnzslagan,RN7SL494P,0.0,0.0,
keras,375,g6,SLC6A2,0.16666666666666663,0.25,
keras,376,,HAP1,0.0,0.0,
keras,377,,RN7SL503P,0.0,0.0,
keras,378,coxzc,COX7C,0.0,0.0,
keras,379,linco2926,LINC02926,0.4444444444444444,0.4444444444444444,
keras,380,,GDF5,0.0,0.0,
keras,381,fntb,FNTB,0.0,0.0,
keras,382,razd,FRA2D,0.0,0.0,
keras,383,racipe,RAC1P8,0.0,0.0,
keras,384,apbbz,APBB2,0.0,0.0,
keras,385,de,ZDHHC20,0.0,0.0,
keras,386,trbv23,TRBV23-1,0.25,0.2857142857142857,
keras,387,rnvtee,RN7SL6P,0.0,0.0,
keras,388,oromzp,OR5M2P,0.0,0.0,
keras,389,ass,SCAMP1-AS1,0.0,0.0,
keras,390,mtatpops,MTATP8P2,0.0,0.0,
keras,391,niskpp,RN7SKP2,0.0,0.0,
keras,392,,DUX4L39,0.0,0.0,
keras,393,sashs,SASH3,0.0,0.0,
keras,394,,CAPSL-DT,0.0,0.0,
keras,395,relans,RPL7AP57,0.0,0.0,
keras,396,eblmien,FBLIM1P1,0.0,0.0,
keras,397,rpl2bap21,RPL23AP27,0.2222222222222222,0.2222222222222222,
keras,398,camkid,CAMK1D,0.0,0.0,
keras,399,re21p57z,RPL21P57,0.375,0.5,
keras,400,,SLC7A11,0.0,0.0,
keras,401,,SEMA6B,0.0,0.0,yes
keras,402,,UQCRHP2,0.0,0.0,yes
keras,403,,LCE3D,0.0,0.0,yes
keras,404,lrrc3zb,LRRC37B,0.1428571428571429,0.14285714285714285,
keras,405,abcai2,ABCA12,0.16666666666666663,0.16666666666666666,
keras,406,linco183,LINC01839,0.33333333333333337,0.35294117647058826,
keras,407,fam111b,FAM111B,0.4285714285714286,0.42857142857142855,
keras,408,,PDK1P2,0.0,0.0,
keras,409,rbmizpd,RBM17P1,0.0,0.0,
keras,410,linco1611,LINC01611,0.4444444444444444,0.4444444444444444,
keras,411,ooe,MIR3689F,0.0,0.0,
keras,412,rnasspa78,RNA5SP478,0.2222222222222222,0.2222222222222222,
keras,413,rpsep6,RPS8P6,0.16666666666666663,0.16666666666666666,
keras,414,poers,PCDHB17P,0.0,0.0,
keras,415,ap3di,AP3D1,0.19999999999999996,0.2,
keras,416,,RPS10P24,0.0,0.0,
keras,417,c2orf27a,C2orf27A,0.75,0.75,
keras,418,cksibps,CKS1BP5,0.0,0.0,
keras,419,,RMDN2,0.0,0.0,
keras,420,hoxci3,HOXC13,0.16666666666666663,0.16666666666666666,
keras,421,dbnt,DBN1,0.0,0.0,
keras,422,snx,SNX7,0.0,0.0,
keras,423,rnuz194p,RNU7-194P,0.33333333333333337,0.35294117647058826,
keras,424,s,SLCO4A1-AS2,0.0,0.0,
keras,425,ptcdzpz,PTCD2P2,0.0,0.0,
keras,426,rps27pi9,RPS27P19,0.375,0.375,
keras,427,rnzslinap,RN7SL100P,0.0,0.0,
keras,428,exosc3pi,EXOSC3P1,0.125,0.125,
keras,429,rnuo,RNU6-293P,0.0,0.0,
keras,430,rplobapos,RPL23AP25,0.0,0.0,
keras,431,ycot,FYCO1,0.0,0.0,
keras,432,vaal,NAALADL2,0.0,0.0,
keras,433,sno,SHQ1,0.0,0.0,
keras,434,helt,HELT,0.0,0.0,
keras,435,enho,ENHO,0.0,0.0,
keras,436,lamtorsast,LAMTOR5-AS1,0.0,0.0,
keras,437,mir6802,MIR6802,0.5714285714285714,0.5714285714285714,
keras,438,mir6os,MIR608,0.16666666666666663,0.16666666666666666,
keras,439,nps,RN7SKP132,0.0,0.0,
keras,440,lspoz,TSPO2,0.0,0.0,
keras,441,rver,ARVCF,0.0,0.0,
keras,442,rddtast,ARPP21-AS1,0.0,0.0,
keras,443,,OR4Q3,0.0,0.0,yes
keras,444,rnzsl513p,RN7SL513P,0.33333333333333337,0.3333333333333333,
keras,445,igiez,TGIF2,0.0,0.0,
keras,446,lanls,LHFPL5,0.0,0.0,
keras,447,blocise,BLOC1S4,0.0,0.0,
keras,448,,BRF2,0.0,0.0,
keras,449,adam,ADAM21P1,0.0,0.0,
keras,450,eie,EIF3EP1,0.0,0.0,yes
keras,451,ndufasp10,NDUFA5P10,0.2222222222222222,0.2222222222222222,
keras,452,al,H3C9P,0.0,0.0,yes
keras,453,eifse,EIF3E,0.0,0.0,
keras,454,ams,ZIM3,0.0,0.0,
keras,455,lyplal,LYPLAL1,0.0,0.0,
keras,456,mtndi,MT-ND1,0.0,0.0,
keras,457,mraa,MRAP,0.0,0.0,
keras,458,prkgasi,PRKG1-AS1,0.0,0.0,
keras,459,s,FGF7P6,0.0,0.0,
keras,460,saasp,SAA3P,0.0,0.0,
keras,461,,HSD3BP3,0.0,0.0,yes
keras,462,txnz,TXN2,0.0,0.0,
keras,463,burcasz,BIRC6-AS2,0.0,0.0,
keras,464,nanognb,NANOGNB,0.0,0.0,
keras,465,trk,TRK-CTT2-3,0.0,0.0,
keras,466,ocreez,UQCRBP2,0.0,0.0,
keras,467,pcdhgbz,PCDHGB2,0.0,0.0,
keras,468,arhgefs,ARHGEF5,0.0,0.0,
keras,469,,OR6N2,0.0,0.0,yes
keras,470,amy2e,AMY2B,0.19999999999999996,0.2,
keras,471,adame,ADAM2,0.0,0.0,
keras,472,grm5,GRM5,0.25,0.25,
keras,473,txnzpi,TXN2P1,0.0,0.0,
keras,474,,CIDECP1,0.0,0.0,yes
keras,475,s,PPIAP24,0.0,0.0,
keras,476,uspoyp,USP9YP9,0.0,0.0,
keras,477,scgbid2,SCGB1D2,0.1428571428571429,0.14285714285714285,
keras,478,ena2op,IFNA20P,0.1428571428571429,0.15384615384615385,
keras,479,orzt54,OR2T34,0.16666666666666663,0.16666666666666666,
keras,480,p,PLIN1,0.0,0.0,
keras,481,tmem1,TMEM147-AS1,0.09090909090909094,0.125,
keras,482,,SPAG9,0.0,0.0,yes
keras,483,mir323b,MIR323B,0.4285714285714286,0.42857142857142855,
keras,484,rpli2p7,RPL12P7,0.2857142857142857,0.2857142857142857,
keras,485,lrrfipz,LRRFIP2,0.0,0.0,
keras,486,hnrnpcli,HNRNPCL1,0.0,0.0,
keras,487,cusbee,GUSBP6,0.0,0.0,
keras,488,trqctg,TRQ-CTG9-1,0.0,0.0,
keras,489,,IL7,0.0,0.0,yes
keras,490,mirosos,MIR10394,0.0,0.0,
keras,491,dtwd1,DTWD1,0.19999999999999996,0.2,
keras,492,ervk32,ERVK3-2,0.2857142857142857,0.3076923076923077,
keras,493,rfng,RFNG,0.0,0.0,
keras,494,ddi,RPL23AP39,0.0,0.0,
keras,495,tro,TRQ-CTG8-3,0.0,0.0,
keras,496,snorai6b,SNORA16B,0.125,0.125,
keras,497,rtp,RTP1,0.0,0.0,
keras,498,eicb,C1QB,0.0,0.0,
keras,499,,OR4C16,0.0,0.0,
keras,500,irasan,MIR548AN,0.0,0.0,
keras,501,cald,CALD1,0.0,0.0,
keras,502,zpr,ZPR1,0.0,0.0,
keras,503,tpm3p6,TPM3P6,0.33333333333333337,0.3333333333333333,
keras,504,pex13,PEX13,0.4,0.4,
keras,505,btbdiopd,BTBD10P2,0.0,0.0,
keras,506,linco2425,LINC02425,0.4444444444444444,0.4444444444444444,
keras,507,sfba2,SF3A2,0.19999999999999996,0.2,
keras,508,limel,LIME1,0.0,0.0,
keras,509,mir31302,MIR3130-2,0.5555555555555556,0.5882352941176471,
keras,510,mterfi,MTERF1,0.0,0.0,
keras,511,oroki,OR6K1P,0.0,0.0,
keras,512,rnug,RNU6-61P,0.0,0.0,
keras,513,tas2r46,TAS2R46,0.4285714285714286,0.42857142857142855,
keras,514,mavs,MAVS,0.0,0.0,
keras,515,lysmdil,LYSMD1,0.0,0.0,
keras,516,trbizt,TRBJ2-6,0.0,0.0,
keras,517,,PC,0.0,0.0,
