model,prediction,ground truth,1-NED,difflib ratio
mmocr ABINet,abci,ABC1,0.0,0.0
mmocr ABINet,a43,A43,0.6666666666666667,0.6666666666666666
mmocr ABINet,abc2,ABC2,0.25,0.25
mmocr ABINet,a14,A14,0.6666666666666667,0.6666666666666666
mmocr ABINet,b2,B2,0.5,0.5
mmocr ABINet,b3,B3,0.5,0.5
mmocr ABINet,b1,B1,0.5,0.5
mmocr ABINet,b11,B11,0.6666666666666667,0.6666666666666666
mmocr ABINet,b4,B4,0.5,0.5
mmocr ABINet,b7,B7,0.5,0.5
mmocr ABINet,b9,B9,0.5,0.5
mmocr ABINet,ivi,M,0.0,0.0
mmocr ABINet,c2,C2,0.5,0.5
mmocr ABINet,ac2,AC2,0.33333333333333337,0.3333333333333333
mmocr ABINet,c1,C1,0.5,0.5
mmocr ABINet,ac1,AC1,0.33333333333333337,0.3333333333333333
mmocr ABINet,c3,C3,0.5,0.5
mmocr ABINet,c7,C7,0.5,0.5
mmocr ABINet,c4,C4,0.5,0.5
mmocr ABINet,c8,C8,0.5,0.5
mmocr ABINet,cs,C5,0.0,0.0
mmocr ABINet,c9,C9,0.5,0.5
mmocr ABINet,c6,C6,0.5,0.5
mmocr ABINet,c11,C11,0.6666666666666667,0.6666666666666666
mmocr ABINet,a2,A2,0.5,0.5
mmocr ABINet,ac2,AC2,0.33333333333333337,0.3333333333333333
mmocr ABINet,a1,A1,0.5,0.5
mmocr ABINet,ac1,AC1,0.33333333333333337,0.3333333333333333
mmocr ABINet,a12,A12,0.6666666666666667,0.6666666666666666
mmocr ABINet,a14,A14,0.6666666666666667,0.6666666666666666
mmocr ABINet,a34,A34,0.6666666666666667,0.6666666666666666
mmocr ABINet,a43,A43,0.6666666666666667,0.6666666666666666
mmocr ABINet,a49,A49,0.6666666666666667,0.6666666666666666
mmocr ABINet,d9,D9,0.5,0.5
mmocr ABINet,d2,D2,0.5,0.5
mmocr ABINet,rdr2,RDR2,0.25,0.25
mmocr ABINet,d10,D10,0.6666666666666667,0.6666666666666666
mmocr ABINet,d3,D3,0.5,0.5
mmocr ABINet,d12,D12,0.6666666666666667,0.6666666666666666
mmocr ABINet,d5,D5,0.5,0.5
mmocr ABINet,d1,D1,0.5,0.5
mmocr ABINet,ds,D8,0.0,0.0
mmocr ABINet,d11,D11,0.6666666666666667,0.6666666666666666
mmocr ABINet,d6,D6,0.5,0.5
mmocr ABINet,dj,D7,0.0,0.0
mmocr ABINet,d4,D4,0.5,0.5
mmocr ABINet,abc1,ABC1,0.25,0.25
mmocr ABINet,abc2,ABC2,0.25,0.25
mmocr ABINet,abc3,ABC3,0.25,0.25
mmocr ABINet,abc4,ABC4,0.25,0.25
mmocr ABINet,abcs,ABC5,0.0,0.0
mmocr ABINet,dsies,D5/E5,0.0,0.0
mmocr ABINet,d616,D6/E6,0.4,0.4444444444444444
mmocr ABINet,dsies,D8/E8,0.0,0.0
mmocr ABINet,d12e12,D12/E12,0.5714285714285714,0.6153846153846154
mmocr ABINet,d10e10,D10/E10,0.5714285714285714,0.6153846153846154
mmocr ABINet,dl,D1,0.0,0.0
mmocr ABINet,el,E1,0.0,0.0
mmocr ABINet,d2e2,D2/E2,0.4,0.4444444444444444
mmocr ABINet,diet,D7/E7,0.0,0.0
mmocr ABINet,recj,RecJ,0.5,0.5
mmocr ABINet,ssb,SSB,0.0,0.0
mmocr ABINet,recj,RecJ,0.5,0.5
mmocr ABINet,recb,RecB,0.5,0.5
mmocr ABINet,recc,RecC,0.5,0.5
mmocr ABINet,recd,RecD,0.5,0.5
mmocr ABINet,ssb,SSB,0.0,0.0
mmocr ABINet,recf,RecF,0.5,0.5
mmocr ABINet,reca,RecA,0.5,0.5
mmocr ABINet,reco,RecO,0.5,0.5
mmocr ABINet,recr,RecR,0.5,0.5
mmocr ABINet,reca,RecA,0.5,0.5
mmocr ABINet,recfor,RecFOR,0.33333333333333337,0.3333333333333333
mmocr ABINet,reca,RecA,0.5,0.5
mmocr ABINet,dpol,DpoI,0.5,0.5
mmocr ABINet,dpolli,DpoIII,0.33333333333333337,0.3333333333333333
mmocr ABINet,ruva,RuvA,0.5,0.5
mmocr ABINet,ruvb,RuvB,0.5,0.5
mmocr ABINet,ruvc,RuvC,0.5,0.5
mmocr ABINet,recg,RecG,0.5,0.5
mmocr ABINet,ruva,RuvA,0.5,0.5
mmocr ABINet,ruvb,RuvB,0.5,0.5
mmocr ABINet,ruvc,RuvC,0.5,0.5
mmocr ABINet,recg,RecG,0.5,0.5
mmocr ABINet,pria,PriA,0.5,0.5
mmocr ABINet,prib,PriB,0.5,0.5
mmocr ABINet,pric,PriC,0.5,0.5
mmocr ABINet,drat,DnaT,0.25,0.25
mmocr ABINet,pria,PriA,0.5,0.5
mmocr ABINet,rad51b,Rad51B,0.6666666666666667,0.6666666666666666
mmocr ABINet,rad51c,Rad51C,0.6666666666666667,0.6666666666666666
mmocr ABINet,rad51d,Rad51D,0.6666666666666667,0.6666666666666666
mmocr ABINet,xrcc2,XRCC2,0.19999999999999996,0.2
mmocr ABINet,xrcc3,XRCC3,0.19999999999999996,0.2
mmocr ABINet,radsic,Rad51C,0.33333333333333337,0.3333333333333333
mmocr ABINet,rad51b,Rad51B,0.6666666666666667,0.6666666666666666
mmocr ABINet,rad51c,Rad51C,0.6666666666666667,0.6666666666666666
mmocr ABINet,rad51d,Rad51D,0.6666666666666667,0.6666666666666666
mmocr ABINet,xrcc2,XRCC2,0.19999999999999996,0.2
mmocr ABINet,blm,BLM,0.0,0.0
mmocr ABINet,top3,TOP3,0.25,0.25
mmocr ABINet,mus81,Mus81,0.8,0.8
mmocr ABINet,emel,Eme1,0.5,0.5
mmocr ABINet,rad50,Rad50,0.8,0.8
mmocr ABINet,mrel1,Mre11,0.6,0.6
mmocr ABINet,xrs2,XRS2,0.25,0.25
mmocr ABINet,rad50,Rad50,0.8,0.8
mmocr ABINet,mrell,Mre11,0.4,0.4
mmocr ABINet,nbsl,Mbs1,0.5,0.5
mmocr ABINet,atm,ATM,0.0,0.0
mmocr ABINet,ctip,CtIP,0.25,0.25
mmocr ABINet,topbp1,TOPBP1,0.16666666666666663,0.16666666666666666
mmocr ABINet,bard1,BARD1,0.19999999999999996,0.2
mmocr ABINet,brca1,BRCA1,0.19999999999999996,0.2
mmocr ABINet,brip1,BRIP1,0.19999999999999996,0.2
mmocr ABINet,nba1,NBA1,0.25,0.25
mmocr ABINet,abraxas,Abraxas,0.8571428571428572,0.8571428571428571
mmocr ABINet,bre,BRE,0.0,0.0
mmocr ABINet,rap80,RAP80,0.4,0.4
mmocr ABINet,brcc36,BRCC36,0.33333333333333337,0.3333333333333333
mmocr ABINet,radio,Rad55,0.4,0.4
mmocr ABINet,rad57,Rad57,0.8,0.8
mmocr ABINet,rpa,RPA,0.0,0.0
mmocr ABINet,rad51,Rad51,0.8,0.8
mmocr ABINet,rad52,Rad52,0.8,0.8
mmocr ABINet,dss1,DSS1,0.25,0.25
mmocr ABINet,palb2,PALB2,0.19999999999999996,0.2
mmocr ABINet,brca2,BRCA2,0.19999999999999996,0.2
mmocr ABINet,sycp3,SYCP3,0.19999999999999996,0.2
mmocr ABINet,rad59,Rad59,0.8,0.8
mmocr ABINet,rad54,Rad54,0.8,0.8
mmocr ABINet,rad54,Rad54,0.8,0.8
mmocr ABINet,dloop,D-loop,0.6666666666666667,0.7272727272727273
mmocr ABINet,pol8,pol6,0.75,0.75
mmocr ABINet,blm,BLM,0.0,0.0
mmocr ABINet,jak23,JAK2/3,0.33333333333333337,0.36363636363636365
mmocr ABINet,pp,+p,0.5,0.5
mmocr ABINet,stat,STAT,0.0,0.0
mmocr ABINet,pka,PKA,0.0,0.0
mmocr ABINet,camp,cAMP,0.25,0.25
mmocr ABINet,she,Shc,0.33333333333333337,0.3333333333333333
mmocr ABINet,grb2,GRB2,0.25,0.25
mmocr ABINet,sos,SOS,0.0,0.0
mmocr ABINet,ras,Ras,0.6666666666666667,0.6666666666666666
mmocr ABINet,raf,Raf,0.6666666666666667,0.6666666666666666
mmocr ABINet,mek1,MEK1,0.25,0.25
mmocr ABINet,erk12,ERK1/2,0.33333333333333337,0.36363636363636365
mmocr ABINet,ac,AC,0.0,0.0
mmocr ABINet,p,+p,0.5,0.6666666666666666
mmocr ABINet,fox0,FOXO,0.0,0.0
mmocr ABINet,nfkb,NFkB,0.25,0.25
mmocr ABINet,pkc,PKCC,0.0,0.0
mmocr ABINet,akt,Akt,0.6666666666666667,0.6666666666666666
mmocr ABINet,chemokine,chemokine,1.0,1.0
mmocr ABINet,chemokiier,chemokineR,0.8,0.8
mmocr ABINet,goi,Gai,0.33333333333333337,0.3333333333333333
mmocr ABINet,src,Src,0.6666666666666667,0.6666666666666666
mmocr ABINet,gpy,GBy,0.33333333333333337,0.3333333333333333
mmocr ABINet,p13k,PI3K,0.25,0.25
mmocr ABINet,pi3k,PI3K,0.25,0.25
mmocr ABINet,ikk,IKK,0.0,0.0
mmocr ABINet,ikb,IkB,0.33333333333333337,0.3333333333333333
mmocr ABINet,dna,DNA,0.0,0.0
mmocr ABINet,bad,BAD,0.0,0.0
mmocr ABINet,prex1,P-Rex1,0.5,0.5454545454545454
mmocr ABINet,gsk3,GSK3,0.25,0.25
mmocr ABINet,dock2,DOCK2,0.19999999999999996,0.2
mmocr ABINet,elmo1,ELMO1,0.19999999999999996,0.2
mmocr ABINet,rac,Rac,0.6666666666666667,0.6666666666666666
mmocr ABINet,gag,Gaq,0.33333333333333337,0.3333333333333333
mmocr ABINet,grk,GRK,0.0,0.0
mmocr ABINet,barrestin,B-arrestin,0.8,0.8421052631578947
mmocr ABINet,plc,PLC,0.0,0.0
mmocr ABINet,itk,Itk,0.6666666666666667,0.6666666666666666
mmocr ABINet,wav,Vav,0.6666666666666667,0.6666666666666666
mmocr ABINet,tiaml,Tiam1,0.6,0.6
mmocr ABINet,par3,Par3,0.75,0.75
mmocr ABINet,pkcg,PKCC,0.0,0.0
mmocr ABINet,cdc42,Cdc42,0.8,0.8
mmocr ABINet,pvk2,Pyk2,0.5,0.5
mmocr ABINet,fak,FAK,0.0,0.0
mmocr ABINet,p130cas,p130Cas,0.8571428571428572,0.8571428571428571
mmocr ABINet,paxillin,Paxillin,0.875,0.875
mmocr ABINet,crk,Crk,0.6666666666666667,0.6666666666666666
mmocr ABINet,rhoa,RhoA,0.5,0.5
mmocr ABINet,ip3,IP3,0.33333333333333337,0.3333333333333333
mmocr ABINet,ca,Ca2+,0.25,0.3333333333333333
mmocr ABINet,rasgrp2,RasGRP2,0.4285714285714286,0.42857142857142855
mmocr ABINet,rapl,Rap1,0.5,0.5
mmocr ABINet,dag,DAG,0.0,0.0
mmocr ABINet,pkc,PKC,0.0,0.0
mmocr ABINet,pyk2,Pyk2,0.75,0.75
mmocr ABINet,p47phox,p47phox,1.0,1.0
mmocr ABINet,nadph,NADPH,0.0,0.0
mmocr ABINet,fak,FAK,0.0,0.0
mmocr ABINet,crk,Crk,0.6666666666666667,0.6666666666666666
mmocr ABINet,p130cas,p130Cas,0.8571428571428572,0.8571428571428571
mmocr ABINet,paxillin,Paxillin,0.875,0.875
mmocr ABINet,wasp,WASP,0.0,0.0
mmocr ABINet,rock,ROCK,0.0,0.0
mmocr ABINet,pak1,PAK1,0.25,0.25
mmocr ABINet,pikfyve,PIKFYVE,0.0,0.0
mmocr ABINet,tmem55,TMEM55,0.33333333333333337,0.3333333333333333
mmocr ABINet,pip4k,PIP4K,0.19999999999999996,0.2
mmocr ABINet,pip5k,PIP5K,0.19999999999999996,0.2
mmocr ABINet,31395,3.1.3.95,0.625,0.7692307692307693
mmocr ABINet,pten,PTEN,0.0,0.0
mmocr ABINet,pik3c,PIK3C,0.19999999999999996,0.2
mmocr ABINet,p14k,PI4K,0.25,0.25
mmocr ABINet,313,3.1.3.-,0.4285714285714286,0.6
mmocr ABINet,31336,3.1.3.36,0.625,0.7692307692307693
mmocr ABINet,pikfyve,PIKFYVE,0.0,0.0
mmocr ABINet,pik303,PIK3C3,0.33333333333333337,0.3333333333333333
mmocr ABINet,pik3c2,PIK3C2,0.33333333333333337,0.3333333333333333
mmocr ABINet,pten,PTEN,0.0,0.0
mmocr ABINet,31364,3.1.3.64,0.625,0.7692307692307693
mmocr ABINet,inpp4,INPP4,0.19999999999999996,0.2
mmocr ABINet,pk3p,PI(3)P,0.16666666666666663,0.2
mmocr ABINet,pi34p2,"PI(3,4)P2",0.33333333333333337,0.4
mmocr ABINet,pik3c2,PIK3C2,0.33333333333333337,0.3333333333333333
mmocr ABINet,plc,PLC,0.0,0.0
mmocr ABINet,plc,PLC,0.0,0.0
mmocr ABINet,31336,3.1.3.36,0.625,0.7692307692307693
mmocr ABINet,ship,SHIP,0.0,0.0
mmocr ABINet,31356,3.1.3.56,0.625,0.7692307692307693
mmocr ABINet,ip33k,IP3 3K,0.33333333333333337,0.36363636363636365
mmocr ABINet,271151,2.7.1.151,0.6666666666666667,0.8
mmocr ABINet,271159,2.7.1.159,0.6666666666666667,0.8
mmocr ABINet,271151,2.7.1.151,0.6666666666666667,0.8
mmocr ABINet,271151,2.7.1.151,0.6666666666666667,0.8
mmocr ABINet,271140,2.7.1.140,0.6666666666666667,0.8
mmocr ABINet,31366,3.1.3.66,0.625,0.7692307692307693
mmocr ABINet,31364,3.1.3.64,0.625,0.7692307692307693
mmocr ABINet,31357,3.1.3.57,0.625,0.7692307692307693
mmocr ABINet,31366,3.1.3.66,0.625,0.7692307692307693
mmocr ABINet,31356,3.1.3.56,0.625,0.7692307692307693
mmocr ABINet,31357,3.1.3.57,0.625,0.7692307692307693
mmocr ABINet,271107,2.7.1.107,0.6666666666666667,0.8
mmocr ABINet,ip3r,IP3R,0.25,0.25
mmocr ABINet,pkc,PKC,0.0,0.0
mmocr ABINet,calm,CALM,0.0,0.0
mmocr ABINet,plc,PLC,0.0,0.0
mmocr ABINet,27811,2.7.8.11,0.625,0.7692307692307693
mmocr ABINet,27421,2.7.4.21,0.625,0.7692307692307693
mmocr ABINet,27424,2.7.4.24,0.625,0.7692307692307693
mmocr ABINet,271158,2.7.1.158,0.6666666666666667,0.8
mmocr ABINet,27421,2.7.4.21,0.625,0.7692307692307693
mmocr ABINet,27424,2.7.4.24,0.625,0.7692307692307693
mmocr ABINet,31325,3.1.3.25,0.625,0.7692307692307693
mmocr ABINet,31325,3.1.3.25,0.625,0.7692307692307693
mmocr ABINet,31325,3.1.3.25,0.625,0.7692307692307693
mmocr ABINet,27741,2.7.7.41,0.625,0.7692307692307693
mmocr ABINet,pa,PA,0.0,0.0
mmocr ABINet,dg,DG,0.0,0.0
mmocr ABINet,cdpdg,CDP-DG,0.0,0.0
mmocr ABINet,pk5p,PI(5)P,0.16666666666666663,0.2
mmocr ABINet,pi45p2,"PI94,5)P2",0.33333333333333337,0.4
mmocr ABINet,pi35p2,"PI(3,5)P2",0.33333333333333337,0.4
mmocr ABINet,pk4p,PI(4)P,0.16666666666666663,0.2
mmocr ABINet,pi345p3,"PI(3,4,5)P3",0.36363636363636365,0.4444444444444444
mmocr ABINet,1134p3,"I(1,3,4)P3",0.4,0.5
mmocr ABINet,11345p4,"I(1,3,4,5)P4",0.41666666666666663,0.5263157894736842
mmocr ABINet,11456p4,"I(1,4,5,6)P4",0.41666666666666663,0.5263157894736842
mmocr ABINet,113p2,"I(1,3)P2",0.375,0.46153846153846156
mmocr ABINet,134p2,"I(3,4)P2",0.375,0.46153846153846156
mmocr ABINet,114p2,"I(1,4)P2",0.375,0.46153846153846156
mmocr ABINet,1145p3,"I(1,4,5)P3",0.4,0.5
mmocr ABINet,113456ps,"I(1,3,4,5,6)P5",0.3571428571428571,0.45454545454545453
mmocr ABINet,11p,I(1)P,0.19999999999999996,0.25
mmocr ABINet,ippips,1PP-IP5,0.0,0.0
mmocr ABINet,1p6,IP6,0.33333333333333337,0.3333333333333333
mmocr ABINet,11346p4,"I(1,3,4,5)P4",0.33333333333333337,0.42105263157894735
mmocr ABINet,sppips,5PP-IP5,0.0,0.0
mmocr ABINet,ips,IP8,0.0,0.0
mmocr ABINet,13p,I(3)P,0.19999999999999996,0.25
mmocr ABINet,14p,I(4)P,0.19999999999999996,0.25
mmocr ABINet,tgf,TGFB,0.0,0.0
mmocr ABINet,tgfor,TGFBR,0.0,0.0
mmocr ABINet,tfr,TfR,0.33333333333333337,0.3333333333333333
mmocr ABINet,rtk,RTK,0.0,0.0
mmocr ABINet,dynamin,dynamin,1.0,1.0
mmocr ABINet,p,+p,0.5,0.6666666666666666
mmocr ABINet,sara,SARA,0.0,0.0
mmocr ABINet,smad23,Smad2/3,0.7142857142857143,0.7692307692307693
mmocr ABINet,cbl,Cbl,0.6666666666666667,0.6666666666666666
mmocr ABINet,cin85,CIN85,0.4,0.4
mmocr ABINet,enclophilin,endophilin,0.8181818181818181,0.8571428571428571
mmocr ABINet,epsin,Epsin,0.8,0.8
mmocr ABINet,eps15,EPS15,0.4,0.4
mmocr ABINet,spartin,Spartin,0.8571428571428572,0.8571428571428571
mmocr ABINet,ap2,AP-2,0.25,0.2857142857142857
mmocr ABINet,amph,AMPH,0.0,0.0
mmocr ABINet,ehd2,EHD2,0.25,0.25
mmocr ABINet,e3ligase,E3 ligase,0.7777777777777778,0.8235294117647058
mmocr ABINet,nwasp,N-WASP,0.0,0.0
mmocr ABINet,arp23,Arp2/3,0.6666666666666667,0.7272727272727273
mmocr ABINet,wipf,WIPF,0.0,0.0
mmocr ABINet,rab4,Rab4,0.75,0.75
mmocr ABINet,arf6,ARF6,0.25,0.25
mmocr ABINet,pip5k,PIP5K,0.19999999999999996,0.2
mmocr ABINet,pld,PLD,0.0,0.0
mmocr ABINet,arf,Arf,0.6666666666666667,0.6666666666666666
mmocr ABINet,amgap,ArfGAP,0.0,0.0
mmocr ABINet,angef,ArfGEF,0.0,0.18181818181818182
mmocr ABINet,arf,Arf,0.6666666666666667,0.6666666666666666
mmocr ABINet,gdp,GDP,0.0,0.0
mmocr ABINet,gtp,GTP,0.0,0.0
mmocr ABINet,gdp,GDP,0.0,0.0
mmocr ABINet,gtp,GTP,0.0,0.0
mmocr ABINet,pi,Pi,0.5,0.5
mmocr ABINet,hsc70,Hsc70,0.8,0.8
mmocr ABINet,auxilin,auxilin,1.0,1.0
mmocr ABINet,jb,Ub,0.5,0.5
mmocr ABINet,capzb,CAPZB,0.0,0.0
mmocr ABINet,capza,CAPZA,0.0,0.0
mmocr ABINet,swip,SWIP,0.0,0.0
mmocr ABINet,arp23,Arp2/3,0.6666666666666667,0.7272727272727273
mmocr ABINet,wash,WASH,0.0,0.0
mmocr ABINet,strump,Strump,0.8333333333333334,0.8333333333333334
mmocr ABINet,fam21,FAM21,0.4,0.4
mmocr ABINet,ccdc53,CCDC53,0.33333333333333337,0.3333333333333333
mmocr ABINet,ub,Ub,0.5,0.5
mmocr ABINet,ubpy,UBPY,0.0,0.0
mmocr ABINet,amsh,AMSH,0.0,0.0
mmocr ABINet,rab,Rab7,0.5,0.5714285714285714
mmocr ABINet,stam,STAM,0.0,0.0
mmocr ABINet,hrs,Hrs,0.6666666666666667,0.6666666666666666
mmocr ABINet,1b,Ub,0.5,0.5
mmocr ABINet,p13p,PI(3)P,0.16666666666666663,0.2
mmocr ABINet,escrto,ESCRT-0,0.0,0.0
mmocr ABINet,acp33,ACP33,0.4,0.4
mmocr ABINet,mgp,M6P,0.0,0.0
mmocr ABINet,cimpr,CI-MPR,0.0,0.0
mmocr ABINet,snx12,SNX1/2,0.33333333333333337,0.36363636363636365
mmocr ABINet,snx5,SNX5,0.25,0.25
mmocr ABINet,hit,Ub,0.0,0.0
mmocr ABINet,ldl,LDL,0.0,0.0
mmocr ABINet,ldlr,LDLR,0.0,0.0
mmocr ABINet,gfcr,GPCR,0.0,0.0
mmocr ABINet,arh,ARH,0.0,0.0
mmocr ABINet,grk,GRK,0.0,0.0
mmocr ABINet,dab2,Dab2,0.75,0.75
mmocr ABINet,barrestin,B-arrestin,0.8,0.8421052631578947
mmocr ABINet,rab35,Rab35,0.8,0.8
mmocr ABINet,rabli,Rab11,0.4,0.4
mmocr ABINet,fip2,FIP2,0.25,0.25
mmocr ABINet,par3,PAR3,0.25,0.25
mmocr ABINet,par6,PAR6,0.25,0.25
mmocr ABINet,protrudin,protudin,0.8888888888888888,0.9411764705882353
mmocr ABINet,kif5,KIF5,0.25,0.25
mmocr ABINet,erc,ERC,0.0,0.0
mmocr ABINet,raaatiis,rabaptin5,0.5555555555555556,0.5882352941176471
mmocr ABINet,rab4,Rab4,0.75,0.75
mmocr ABINet,ehd1,EHD1,0.25,0.25
mmocr ABINet,rab22,Rab22,0.8,0.8
mmocr ABINet,rab10,Rab10,0.8,0.8
mmocr ABINet,vps45,VPS45,0.4,0.4
mmocr ABINet,rab5,Rab5,0.75,0.75
mmocr ABINet,eea1,EEA1,0.25,0.25
mmocr ABINet,ehd4,EHD4,0.25,0.25
mmocr ABINet,rabip4,rabip4,1.0,1.0
mmocr ABINet,ehd3,EHD3,0.25,0.25
mmocr ABINet,snx4,Snx4,0.75,0.75
mmocr ABINet,pk3p,PI(3)P,0.16666666666666663,0.2
mmocr ABINet,ph62,pH 6.2,0.5,0.6
mmocr ABINet,vps29,VPS29,0.4,0.4
mmocr ABINet,vps26,VPS26,0.4,0.4
mmocr ABINet,vps35,VPS35,0.4,0.4
mmocr ABINet,snx312,Snx3/12,0.7142857142857143,0.7692307692307693
mmocr ABINet,alix,Alix,0.75,0.75
mmocr ABINet,mvb12,MVB12,0.4,0.4
mmocr ABINet,vps28,VPS28,0.4,0.4
mmocr ABINet,tsg101,TSG101,0.5,0.5
mmocr ABINet,vps37,VPS37,0.4,0.4
mmocr ABINet,vps36,VPS36,0.4,0.4
mmocr ABINet,vps22,VPS22,0.4,0.4
mmocr ABINet,vps25,VPS25,0.4,0.4
mmocr ABINet,chmps,CHMP5,0.0,0.0
mmocr ABINet,1st1,IST1,0.25,0.25
mmocr ABINet,chmp1,CHMP1,0.19999999999999996,0.2
mmocr ABINet,chmp,CHMP7,0.0,0.0
mmocr ABINet,escrti,ESCRT-I,0.0,0.0
mmocr ABINet,escrt11,ESCRT-II,0.0,0.0
mmocr ABINet,escrt11,ESCRT-III,0.0,0.0
mmocr ABINet,rab,Rab7,0.5,0.5714285714285714
mmocr ABINet,ph52,pH 5.2,0.5,0.6
mmocr ABINet,lysosome,Lysosome,0.875,0.875
