model,prediction,ground truth,1-NED,difflib ratio
google ocr,Rad51B,Rad51B,1.0,1.0
google ocr,Rad51C,Rad51C,1.0,1.0
google ocr,Rad51D,Rad51D,1.0,1.0
google ocr,XRCC2,XRCC2,1.0,1.0
google ocr,XRCC3,XRCC3,1.0,1.0
google ocr,Rad51C,Rad51C,1.0,1.0
google ocr,Rad51B,Rad51B,1.0,1.0
google ocr,Rad51C,Rad51C,1.0,1.0
google ocr,Rad51D,Rad51D,1.0,1.0
google ocr,XRCC2,XRCC2,1.0,1.0
google ocr,BLM,BLM,1.0,1.0
google ocr,TOP3,TOP3,1.0,1.0
google ocr,Mus81,Mus81,1.0,1.0
google ocr,Eme1,Eme1,1.0,1.0
google ocr,Rad50,Rad50,1.0,1.0
google ocr,Mre11,Mre11,1.0,1.0
google ocr,XRS2,XRS2,1.0,1.0
google ocr,Rad50,Rad50,1.0,1.0
google ocr,Mre11,Mre11,1.0,1.0
google ocr,Nbs1,Mbs1,0.75,0.75
google ocr,ATM,ATM,1.0,1.0
google ocr,CtIP,CtIP,1.0,1.0
google ocr,TOPBP:,TOPBP1,0.8333333333333334,0.8333333333333334
google ocr,BARD1,BARD1,1.0,1.0
google ocr,BRCA1,BRCA1,1.0,1.0
google ocr,BRIP1,BRIP1,1.0,1.0
google ocr,NBA1,NBA1,1.0,1.0
google ocr,Abraxas,Abraxas,1.0,1.0
google ocr,BRE,BRE,1.0,1.0
google ocr,RAP80,RAP80,1.0,1.0
google ocr,BRCC36,BRCC36,1.0,1.0
google ocr,Rad55,Rad55,1.0,1.0
google ocr,Rad57,Rad57,1.0,1.0
google ocr,RPA,RPA,1.0,1.0
google ocr,Rad51,Rad51,1.0,1.0
google ocr,Rad52,Rad52,1.0,1.0
google ocr,DSS1,DSS1,1.0,1.0
google ocr,PALB2,PALB2,1.0,1.0
google ocr,BRCA2,BRCA2,1.0,1.0
google ocr,SYCP3,SYCP3,1.0,1.0
google ocr,Rad 59,Rad59,0.8333333333333334,0.9090909090909091
google ocr,Rad54,Rad54,1.0,1.0
google ocr,Rad54,Rad54,1.0,1.0
google ocr,D-loop|,D-loop,0.8571428571428572,0.9230769230769231
google ocr,glod,pol6,0.0,0.25
google ocr,BLM,BLM,1.0,1.0
google ocr,JAK2/3,JAK2/3,1.0,1.0
google ocr,d+,+p,0.0,0.5
google ocr,STAT,STAT,1.0,1.0
google ocr,PKA,PKA,1.0,1.0
google ocr,CAMP,cAMP,0.75,0.75
google ocr,Shc,Shc,1.0,1.0
google ocr,GRB2,GRB2,1.0,1.0
google ocr,SOS,SOS,1.0,1.0
google ocr,Ras,Ras,1.0,1.0
google ocr,Raf,Raf,1.0,1.0
google ocr,MEK1,MEK1,1.0,1.0
google ocr,ERK1/2,ERK1/2,1.0,1.0
google ocr,AC,AC,1.0,1.0
google ocr,+p,+p,1.0,1.0
google ocr,FOXO,FOXO,1.0,1.0
google ocr,NFkB,NFkB,1.0,1.0
google ocr,PKC,PKCC,0.75,0.8571428571428571
google ocr,Akt,Akt,1.0,1.0
google ocr,chemokine,chemokine,1.0,1.0
google ocr,chemckireR,chemokineR,0.8,0.8
google ocr,Gai,Gai,1.0,1.0
google ocr,Src,Src,1.0,1.0
google ocr,Agp,GBy,0.0,0.0
google ocr,PI3K,PI3K,1.0,1.0
google ocr,РІЗК,PI3K,0.0,0.0
google ocr,IКК,IKK,0.33333333333333337,0.3333333333333333
google ocr,IKB,IkB,0.6666666666666667,0.6666666666666666
google ocr,DNA,DNA,1.0,1.0
google ocr,BAD,BAD,1.0,1.0
google ocr,P-Rex1,P-Rex1,1.0,1.0
google ocr,GSK3,GSK3,1.0,1.0
google ocr,DOCK2,DOCK2,1.0,1.0
google ocr,ELMOI,ELMO1,0.8,0.8
google ocr,Rac,Rac,1.0,1.0
google ocr,Go,Gaq,0.33333333333333337,0.4
google ocr,GRK,GRK,1.0,1.0
google ocr,B-arrestin,B-arrestin,1.0,1.0
google ocr,PLC,PLC,1.0,1.0
google ocr,Itk,Itk,1.0,1.0
google ocr,Vav,Vav,1.0,1.0
google ocr,Tiaml,Tiam1,0.8,0.8
google ocr,Par3,Par3,1.0,1.0
google ocr,PKC,PKCC,0.75,0.8571428571428571
google ocr,Cdc42,Cdc42,1.0,1.0
google ocr,Pyk2,Pyk2,1.0,1.0
google ocr,FAK,FAK,1.0,1.0
google ocr,p130Cas,p130Cas,1.0,1.0
google ocr,Paxillin,Paxillin,1.0,1.0
google ocr,Crk,Crk,1.0,1.0
google ocr,RhoA,RhoA,1.0,1.0
google ocr,IP3,IP3,1.0,1.0
google ocr,"2+
Ca'",Ca2+,0.16666666666666663,0.4
google ocr,RasGRP2,RasGRP2,1.0,1.0
google ocr,Rapl,Rap1,0.75,0.75
google ocr,DAG,DAG,1.0,1.0
google ocr,PKC,PKC,1.0,1.0
google ocr,Pyk2,Pyk2,1.0,1.0
google ocr,p47phox,p47phox,1.0,1.0
google ocr,NADPH,NADPH,1.0,1.0
google ocr,FAK,FAK,1.0,1.0
google ocr,Crk,Crk,1.0,1.0
google ocr,p130Cas,p130Cas,1.0,1.0
google ocr,Paxillin,Paxillin,1.0,1.0
google ocr,WASP,WASP,1.0,1.0
google ocr,ROCK,ROCK,1.0,1.0
google ocr,PAK1,PAK1,1.0,1.0
google ocr,HKFYVE,PIKFYVE,0.7142857142857143,0.7692307692307693
google ocr,TIMEMSS,TMEM55,0.5714285714285714,0.6153846153846154
google ocr,PIP4K,PIP4K,1.0,1.0
google ocr,PIPSK,PIP5K,0.8,0.8
google ocr,3.1.3.95,3.1.3.95,1.0,1.0
google ocr,PTEN,PTEN,1.0,1.0
google ocr,PIK3C,PIK3C,1.0,1.0
google ocr,PI4K,PI4K,1.0,1.0
google ocr,3.1.3.-,3.1.3.-,1.0,1.0
google ocr,3.1.3.36,3.1.3.36,1.0,1.0
google ocr,HIKFYVE,PIKFYVE,0.8571428571428572,0.8571428571428571
google ocr,PIK3C3,PIK3C3,1.0,1.0
google ocr,PIK3C2,PIK3C2,1.0,1.0
google ocr,PTEN,PTEN,1.0,1.0
google ocr,3.1.3.64,3.1.3.64,1.0,1.0
google ocr,INPP4,INPP4,1.0,1.0
google ocr,PI(3)P,PI(3)P,1.0,1.0
google ocr,"PI(3,4)P2","PI(3,4)P2",1.0,1.0
google ocr,PIK3C2,PIK3C2,1.0,1.0
google ocr,PLC,PLC,1.0,1.0
google ocr,PLC,PLC,1.0,1.0
google ocr,3.1.3.36,3.1.3.36,1.0,1.0
google ocr,SHIP,SHIP,1.0,1.0
google ocr,3.1.3.56,3.1.3.56,1.0,1.0
google ocr,IP3 3K,IP3 3K,1.0,1.0
google ocr,2.7.1.151,2.7.1.151,1.0,1.0
google ocr,2.7.1.199,2.7.1.159,0.8888888888888888,0.8888888888888888
google ocr,2.7.1.151,2.7.1.151,1.0,1.0
google ocr,2.7.1.151,2.7.1.151,1.0,1.0
google ocr,2.7.1.140,2.7.1.140,1.0,1.0
google ocr,3.1.3.66,3.1.3.66,1.0,1.0
google ocr,3.1.3.64,3.1.3.64,1.0,1.0
google ocr,3.1.3.57,3.1.3.57,1.0,1.0
google ocr,3.1.3.66,3.1.3.66,1.0,1.0
google ocr,3.1.3.56,3.1.3.56,1.0,1.0
google ocr,3.1.3.57,3.1.3.57,1.0,1.0
google ocr,2.7.1.107,2.7.1.107,1.0,1.0
google ocr,IP3R,IP3R,1.0,1.0
google ocr,PKC,PKC,1.0,1.0
google ocr,CALM,CALM,1.0,1.0
google ocr,PLC,PLC,1.0,1.0
google ocr,2.7.8.11,2.7.8.11,1.0,1.0
google ocr,2.7.4.21,2.7.4.21,1.0,1.0
google ocr,2.7.4.24,2.7.4.24,1.0,1.0
google ocr,2.7.1.15,2.7.1.158,0.8888888888888888,0.9411764705882353
google ocr,2.7.4.21,2.7.4.21,1.0,1.0
google ocr,2.7.4.24,2.7.4.24,1.0,1.0
google ocr,3.1.3.25,3.1.3.25,1.0,1.0
google ocr,3.1.3.25,3.1.3.25,1.0,1.0
google ocr,3.1.3.25,3.1.3.25,1.0,1.0
google ocr,2.7.7.41,2.7.7.41,1.0,1.0
google ocr,PA,PA,1.0,1.0
google ocr,"DG
r",DG,0.5,0.6666666666666666
google ocr,CDP-DG,CDP-DG,1.0,1.0
google ocr,PI(S)P,PI(5)P,0.8333333333333334,0.8333333333333334
google ocr,"PI(4,5)P2","PI94,5)P2",0.8888888888888888,0.8888888888888888
google ocr,"PI(3,5)P2","PI(3,5)P2",1.0,1.0
google ocr,PI(4)P,PI(4)P,1.0,1.0
google ocr,"PI(3,4,5)P3","PI(3,4,5)P3",1.0,1.0
google ocr,"I(1,3,4)P3","I(1,3,4)P3",1.0,1.0
google ocr,"I(1,3,4,5)P4","I(1,3,4,5)P4",1.0,1.0
google ocr,"I(1,4,5,6)P4","I(1,4,5,6)P4",1.0,1.0
google ocr,"I(1,3)P2","I(1,3)P2",1.0,1.0
google ocr,"I(3,4)P2","I(3,4)P2",1.0,1.0
google ocr,"I(1,4)P2","I(1,4)P2",1.0,1.0
google ocr,"I(1,4,5)P3","I(1,4,5)P3",1.0,1.0
google ocr,"I(1,3,4,5,6)Ps","I(1,3,4,5,6)P5",0.9285714285714286,0.9285714285714286
google ocr,I(1)P,I(1)P,1.0,1.0
google ocr,1PP-IPS,1PP-IP5,0.8571428571428572,0.8571428571428571
google ocr,IP6,IP6,1.0,1.0
google ocr,"I(1,3,4,6)P4","I(1,3,4,5)P4",0.9166666666666666,0.9166666666666666
google ocr,SPP-IPS,5PP-IP5,0.7142857142857143,0.7142857142857143
google ocr,IP:,IP8,0.6666666666666667,0.6666666666666666
google ocr,I(3)P,I(3)P,1.0,1.0
google ocr,I(4)P,I(4)P,1.0,1.0
google ocr,TGFB,TGFB,1.0,1.0
google ocr,TGFBR,TGFBR,1.0,1.0
google ocr,TfR,TfR,1.0,1.0
google ocr,RTK,RTK,1.0,1.0
google ocr,dynamin,dynamin,1.0,1.0
google ocr,+p/,+p,0.6666666666666667,0.8
google ocr,SARA,SARA,1.0,1.0
google ocr,Smad2/3,Smad2/3,1.0,1.0
google ocr,съl,Cbl,0.33333333333333337,0.3333333333333333
google ocr,CIN85,CIN85,1.0,1.0
google ocr,endophilin,endophilin,1.0,1.0
google ocr,Epsin,Epsin,1.0,1.0
google ocr,EPS15,EPS15,1.0,1.0
google ocr,Spartin,Spartin,1.0,1.0
google ocr,AP-2,AP-2,1.0,1.0
google ocr,AMPH,AMPH,1.0,1.0
google ocr,EHD2,EHD2,1.0,1.0
google ocr,E3 ligase,E3 ligase,1.0,1.0
google ocr,N-WASP,N-WASP,1.0,1.0
google ocr,Arp2/3,Arp2/3,1.0,1.0
google ocr,WIPF,WIPF,1.0,1.0
google ocr,Rab4,Rab4,1.0,1.0
google ocr,ARF6,ARF6,1.0,1.0
google ocr,PIPSK,PIP5K,0.8,0.8
google ocr,PLD,PLD,1.0,1.0
google ocr,Arf,Arf,1.0,1.0
google ocr,ArfGAP,ArfGAP,1.0,1.0
google ocr,ArfGEF,ArfGEF,1.0,1.0
google ocr,Arf,Arf,1.0,1.0
google ocr,GDP,GDP,1.0,1.0
google ocr,GTP,GTP,1.0,1.0
google ocr,GDP,GDP,1.0,1.0
google ocr,GTP,GTP,1.0,1.0
google ocr,Pi,Pi,1.0,1.0
google ocr,Hs: 70,Hsc70,0.6666666666666667,0.7272727272727273
google ocr,auxilin,auxilin,1.0,1.0
google ocr,Ub,Ub,1.0,1.0
google ocr,CAPZB,CAPZB,1.0,1.0
google ocr,CAPZA,CAPZA,1.0,1.0
google ocr,SWIP,SWIP,1.0,1.0
google ocr,Arp2/3,Arp2/3,1.0,1.0
google ocr,WASH,WASH,1.0,1.0
google ocr,Strump,Strump,1.0,1.0
google ocr,FAM21,FAM21,1.0,1.0
google ocr,CCDCS3,CCDC53,0.8333333333333334,0.8333333333333334
google ocr,"7
Ib
b",Ub,0.16666666666666663,0.25
google ocr,UBPY,UBPY,1.0,1.0
google ocr,AMSH,AMSH,1.0,1.0
google ocr,Rab7,Rab7,1.0,1.0
google ocr,STAM,STAM,1.0,1.0
google ocr,SIH,Hrs,0.0,0.3333333333333333
google ocr,Jb,Ub,0.5,0.5
google ocr,PI(3)P,PI(3)P,1.0,1.0
google ocr,ESCRT-O,ESCRT-0,0.8571428571428572,0.8571428571428571
google ocr,ACP33,ACP33,1.0,1.0
google ocr,Мар,M6P,0.0,0.0
google ocr,CI-MPR,CI-MPR,1.0,1.0
google ocr,SNX1/2,SNX1/2,1.0,1.0
google ocr,SNXS,SNX5,0.75,0.75
google ocr,Hub,Ub,0.33333333333333337,0.4
google ocr,LDL,LDL,1.0,1.0
google ocr,LDLR,LDLR,1.0,1.0
google ocr,GPCR,GPCR,1.0,1.0
google ocr,ARH,ARH,1.0,1.0
google ocr,GRK,GRK,1.0,1.0
google ocr,Dab2,Dab2,1.0,1.0
google ocr,B-arrestin,B-arrestin,1.0,1.0
google ocr,Rab35,Rab35,1.0,1.0
google ocr,Rab11,Rab11,1.0,1.0
google ocr,FIP2,FIP2,1.0,1.0
google ocr,PAR3,PAR3,1.0,1.0
google ocr,PAR6,PAR6,1.0,1.0
google ocr,protrudin,protudin,0.8888888888888888,0.9411764705882353
google ocr,KIFS,KIF5,0.75,0.75
google ocr,ERC,ERC,1.0,1.0
google ocr,rabaptin,rabaptin5,0.8888888888888888,0.9411764705882353
google ocr,Rab4,Rab4,1.0,1.0
google ocr,EHD1,EHD1,1.0,1.0
google ocr,Rab22,Rab22,1.0,1.0
google ocr,Rab10,Rab10,1.0,1.0
google ocr,VPS 45,VPS45,0.8333333333333334,0.9090909090909091
google ocr,Rab5,Rab5,1.0,1.0
google ocr,EEA1,EEA1,1.0,1.0
google ocr,EHD4,EHD4,1.0,1.0
google ocr,rabip4,rabip4,1.0,1.0
google ocr,EHD3,EHD3,1.0,1.0
google ocr,Snx4,Snx4,1.0,1.0
google ocr,PI(3)P,PI(3)P,1.0,1.0
google ocr,pH 6.2,pH 6.2,1.0,1.0
google ocr,VPS 29,VPS29,0.8333333333333334,0.9090909090909091
google ocr,VPS 26,VPS26,0.8333333333333334,0.9090909090909091
google ocr,VPS35,VPS35,1.0,1.0
google ocr,Snx3/12,Snx3/12,1.0,1.0
google ocr,Alix,Alix,1.0,1.0
google ocr,MVB12,MVB12,1.0,1.0
google ocr,VPS 28,VPS28,0.8333333333333334,0.9090909090909091
google ocr,TSG101,TSG101,1.0,1.0
google ocr,VPS37,VPS37,1.0,1.0
google ocr,VPS36,VPS36,1.0,1.0
google ocr,VPS 22,VPS22,0.8333333333333334,0.9090909090909091
google ocr,VPS 25,VPS25,0.8333333333333334,0.9090909090909091
google ocr,CHMPS,CHMP5,0.8,0.8
google ocr,IST1,IST1,1.0,1.0
google ocr,CHMP1,CHMP1,1.0,1.0
google ocr,CHMP7,CHMP7,1.0,1.0
google ocr,ESCRT-I,ESCRT-I,1.0,1.0
google ocr,ESCRT-II,ESCRT-II,1.0,1.0
google ocr,ESCRT-III,ESCRT-III,1.0,1.0
google ocr,Rab7,Rab7,1.0,1.0
google ocr,pH 5.2,pH 5.2,1.0,1.0
google ocr,Lysosome,Lysosome,1.0,1.0
google ocr,CHMP6,CHMP6,1.0,1.0
google ocr,CHMP4,CHMP4,1.0,1.0
google ocr,CHMP2,CHMP2,1.0,1.0
google ocr,CHMP3,CHMP3,1.0,1.0
google ocr,"PI(3,5)P2","PI(3,5)P2",1.0,1.0
google ocr,VPS4,VPS4,1.0,1.0
google ocr,VTA1,VTA1,1.0,1.0
google ocr,ATP,ATP,1.0,1.0
google ocr,ADP,ADP,1.0,1.0
google ocr,ரு,Ub,0.0,0.0
google ocr,UBPY,UBPY,1.0,1.0
google ocr,AMSH,AMSH,1.0,1.0
google ocr,Rab8,Rab8,1.0,1.0
google ocr,Rab35,Rab35,1.0,1.0
google ocr,EHD1,EHD1,1.0,1.0
google ocr,ARF6,ARF6,1.0,1.0
google ocr,Rab11,Rab11,1.0,1.0
google ocr,FIP3,FIP3,1.0,1.0
google ocr,ARF6,ARF6,1.0,1.0
google ocr,PIPSK,PIP5K,0.8,0.8
google ocr,Src,Src,1.0,1.0
google ocr,Ras,Ras,1.0,1.0
google ocr,IL-2R,IL-2R,1.0,1.0
google ocr,MHCI,MHCI,1.0,1.0
google ocr,RhoA,RhoA,1.0,1.0
google ocr,PIP2,PIP2,1.0,1.0
google ocr,lipid raft,lipid raft,1.0,1.0
google ocr,PIP3,PIP3,1.0,1.0
google ocr,MHC I,MHC I,1.0,1.0
google ocr,FOLR,FOLR,1.0,1.0
google ocr,caveolin,caveolin,1.0,1.0
google ocr,Src,Src,1.0,1.0
google ocr,dat,+p,0.0,0.0
google ocr,"PI(4,5)P2","PI(4,5)P2",1.0,1.0
google ocr,"PI(3,4,5)P3","PI(3,4,5)P3",1.0,1.0
google ocr,aPKC,aPKC,1.0,1.0
google ocr,CDC42,CDC42,1.0,1.0
google ocr,PLD,PLD,1.0,1.0
google ocr,CYLD,CYLD,1.0,1.0
google ocr,TRIM25,TRIM25,1.0,1.0
google ocr,RNF125,RNF125,1.0,1.0
google ocr,ISG15,ISG15,1.0,1.0
google ocr,Atg5,Atg5,1.0,1.0
google ocr,Atg12,Atg12,1.0,1.0
google ocr,RIG-I,RIG-I,1.0,1.0
google ocr,NLRX1,NLRX1,1.0,1.0
google ocr,ΜΕΤΑ,MITA,0.0,0.0
google ocr,LGP2,LGP2,1.0,1.0
google ocr,DAK,DAK,1.0,1.0
google ocr,RNF125,RNF125,1.0,1.0
google ocr,MDAS,MDA5,0.75,0.75
google ocr,IPS-1,IPS-1,1.0,1.0
google ocr,DUBA,DUBA,1.0,1.0
google ocr,TRAF3,TRAF3,1.0,1.0
google ocr,TRADD,TRADD,1.0,1.0
google ocr,TANK,TANK,1.0,1.0
google ocr,NAP1,NAP1,1.0,1.0
google ocr,SINTRAD,SINTBAD,0.8571428571428572,0.8571428571428571
google ocr,FADD,FADD,1.0,1.0
google ocr,RIP1,RIP1,1.0,1.0
google ocr,TRAF2,TRAF2,1.0,1.0
google ocr,TAKI,TAK1,0.75,0.75
google ocr,TRAF6,TRAF6,1.0,1.0
google ocr,ΜΕΚΚ1,MEKK1,0.19999999999999996,0.2
google ocr,SIKE,SIKE,1.0,1.0
google ocr,DDX3X,DDX3X,1.0,1.0
google ocr,PINI,PIN1,0.75,0.75
google ocr,IKKE,IKKE,1.0,1.0
google ocr,TBK1,TBK1,1.0,1.0
google ocr,IKKY,IKKy,0.75,0.75
google ocr,IRF-3,IRF-3,1.0,1.0
google ocr,IRF-7,IRF-7,1.0,1.0
google ocr,CASP8,CASP8,1.0,1.0
google ocr,CASP10,CASP10,1.0,1.0
google ocr,IККУ,IKKy,0.25,0.25
google ocr,IKKO.,IKKa,0.6,0.6666666666666666
google ocr,IKKB,IKKB,1.0,1.0
google ocr,IKB,IkB,0.6666666666666667,0.6666666666666666
google ocr,NFkB,NFkB,1.0,1.0
google ocr,JNK,JNK,1.0,1.0
google ocr,p38,p38,1.0,1.0
google ocr,IFNC,IFNa,0.75,0.75
google ocr,IFNB,IFNB,1.0,1.0
google ocr,IFNw,IFNw,1.0,1.0
google ocr,IFNE,IFNE,1.0,1.0
google ocr,IFNK,IFNk,0.75,0.75
google ocr,IL-8,IL-8,1.0,1.0
google ocr,TNF.,TNFa,0.75,0.75
google ocr,IL-12,IL-12,1.0,1.0
google ocr,IP10,IP10,1.0,1.0
google ocr,DNA,DNA,1.0,1.0
google ocr,DNA,DNA,1.0,1.0
google ocr,МАРК,MAPK,0.0,0.0
google ocr,DLL1/4,DLL1/4,1.0,1.0
google ocr,Notch3,Notch3,1.0,1.0
google ocr,IFN-y,IFN-y,1.0,1.0
google ocr,IFNYR,IFNyR,0.8,0.8
google ocr,JAK1/2,JAK1/2,1.0,1.0
