model,prediction,ground truth,1-NED,difflib ratio
keras,abcl,ABC1,0.0,0.0
keras,abca,ABC4,0.0,0.0
keras,abcs,ABC3,0.0,0.0
keras,cl,C1,0.0,0.0
keras,co,C6,0.0,0.0
keras,,C7,0.0,0.0
keras,,C3,0.0,0.0
keras,cz,C8,0.0,0.0
keras,,C9,0.0,0.0
keras,abcz,ABC2,0.0,0.0
keras,112,A12,0.6666666666666667,0.6666666666666666
keras,484,A34,0.33333333333333337,0.3333333333333333
keras,949,A49,0.6666666666666667,0.6666666666666666
keras,az,A2,0.0,0.0
keras,abcs,ABC5,0.0,0.0
keras,ac1,AC1,0.33333333333333337,0.3333333333333333
keras,abca,ABC4,0.0,0.0
keras,aocs,ABC3,0.0,0.0
keras,acz,AC2,0.0,0.0
keras,41,A1,0.5,0.5
keras,ec1,ABC1,0.25,0.2857142857142857
keras,448,A43,0.33333333333333337,0.3333333333333333
keras,aecz,ABC2,0.0,0.0
keras,414,A14,0.6666666666666667,0.6666666666666666
keras,bz,B2,0.0,0.0
keras,b3,B3,0.5,0.5
keras,b1,B1,0.5,0.5
keras,811,B11,0.6666666666666667,0.6666666666666666
keras,ba,B4,0.0,0.0
keras,bt,B7,0.0,0.0
keras,b9,B9,0.5,0.5
keras,mi,M,0.0,0.0
keras,cz,C2,0.0,0.0
keras,acz,AC2,0.0,0.0
keras,c1,C1,0.5,0.5
keras,ac1,AC1,0.33333333333333337,0.3333333333333333
keras,cs,C3,0.0,0.0
keras,ct,C7,0.0,0.0
keras,ca,C4,0.0,0.0
keras,cs,C8,0.0,0.0
keras,cs,C5,0.0,0.0
keras,co,C9,0.0,0.0
keras,ce,C6,0.0,0.0
keras,c11,C11,0.6666666666666667,0.6666666666666666
keras,12,A2,0.5,0.5
keras,acz,AC2,0.0,0.0
keras,41,A1,0.5,0.5
keras,ac1,AC1,0.33333333333333337,0.3333333333333333
keras,112,A12,0.6666666666666667,0.6666666666666666
keras,414,A14,0.6666666666666667,0.6666666666666666
keras,134,A34,0.6666666666666667,0.6666666666666666
keras,148,A43,0.33333333333333337,0.3333333333333333
keras,149,A49,0.6666666666666667,0.6666666666666666
keras,do,D9,0.0,0.0
keras,d2,D2,0.5,0.5
keras,fdfz,RDR2,0.0,0.0
keras,d10,D10,0.6666666666666667,0.6666666666666666
keras,dz,D3,0.0,0.0
keras,diz,D12,0.0,0.0
keras,ds,D5,0.0,0.0
keras,di,D1,0.0,0.0
keras,dz,D8,0.0,0.0
keras,d11,D11,0.6666666666666667,0.6666666666666666
keras,de,D6,0.0,0.0
keras,dt,D7,0.0,0.0
keras,da,D4,0.0,0.0
keras,abcl,ABC1,0.0,0.0
keras,abcz,ABC2,0.0,0.0
keras,abcs,ABC3,0.0,0.0
keras,abca,ABC4,0.0,0.0
keras,abcs,ABC5,0.0,0.0
keras,dsies,D5/E5,0.0,0.0
keras,dees,D6/E6,0.0,0.0
keras,dsies,D8/E8,0.0,0.0
keras,dizelz,D12/E12,0.0,0.0
keras,di0e10,D10/E10,0.4285714285714286,0.3076923076923077
keras,di,D1,0.0,0.0
keras,e1,E1,0.5,0.5
keras,dzez,D2/E2,0.0,0.0
keras,diet,D7/E7,0.0,0.0
keras,fecl,RecJ,0.5,0.5
keras,ssb,SSB,0.0,0.0
keras,fecl,RecJ,0.5,0.5
keras,fecb,RecB,0.5,0.5
keras,recc,RecC,0.5,0.5
keras,fecd,RecD,0.5,0.5
keras,sse,SSB,0.0,0.0
keras,fecf,RecF,0.5,0.5
keras,feca,RecA,0.5,0.5
keras,feco,RecO,0.5,0.5
keras,fecf,RecR,0.5,0.5
keras,feca,RecA,0.5,0.5
keras,recfor,RecFOR,0.33333333333333337,0.3333333333333333
keras,feca,RecA,0.5,0.5
keras,dpol,DpoI,0.5,0.5
keras,dpolli,DpoIII,0.33333333333333337,0.3333333333333333
keras,furve,RuvA,0.4,0.4444444444444444
keras,furve,RuvB,0.4,0.4444444444444444
keras,fuc,RuvC,0.25,0.2857142857142857
keras,fecg,RecG,0.5,0.5
keras,fuve,RuvA,0.5,0.5
keras,furveb,RuvB,0.33333333333333337,0.4
keras,furc,RuvC,0.25,0.25
keras,fecg,RecG,0.5,0.5
keras,prit,PriA,0.5,0.5
keras,frib,PriB,0.5,0.5
keras,pnic,PriC,0.25,0.25
keras,dnat,DnaT,0.5,0.5
keras,fria,PriA,0.5,0.5
keras,fadsie,Rad51B,0.33333333333333337,0.3333333333333333
keras,fadsic,Rad51C,0.33333333333333337,0.3333333333333333
keras,radsid,Rad51D,0.33333333333333337,0.3333333333333333
keras,xrccz,XRCC2,0.0,0.0
keras,xfcce,XRCC3,0.0,0.0
keras,radsic,Rad51C,0.33333333333333337,0.3333333333333333
keras,fadsie,Rad51B,0.33333333333333337,0.3333333333333333
keras,radsic,Rad51C,0.33333333333333337,0.3333333333333333
keras,fadsid,Rad51D,0.33333333333333337,0.3333333333333333
keras,xrccz,XRCC2,0.0,0.0
keras,blivi,BLM,0.0,0.0
keras,tops,TOP3,0.0,0.0
keras,muss1i,Mus81,0.5,0.5454545454545454
keras,emel,Eme1,0.5,0.5
keras,fadso,Rad50,0.4,0.4
keras,mrell,Mre11,0.4,0.4
keras,xrsz,XRS2,0.0,0.0
keras,fadlso,Rad50,0.33333333333333337,0.36363636363636365
keras,mrell,Mre11,0.4,0.4
keras,nbsl,Mbs1,0.5,0.5
keras,atiml,ATM,0.0,0.0
keras,ctip,CtIP,0.25,0.25
keras,topbpl,TOPBP1,0.0,0.0
keras,bardi,BARD1,0.0,0.0
keras,brcal,BRCA1,0.0,0.0
keras,bfifl,BRIP1,0.0,0.0
keras,nbal,NBA1,0.0,0.0
keras,s,Abraxas,0.1428571428571429,0.25
keras,bfe,BRE,0.0,0.0
keras,rapso,RAP80,0.0,0.0
keras,brcces,BRCC36,0.0,0.0
keras,fadlss,Rad55,0.33333333333333337,0.36363636363636365
keras,fadst,Rad57,0.4,0.4
keras,fpa,RPA,0.0,0.0
keras,fadsl,Rad51,0.4,0.4
keras,fadsz,Rad52,0.4,0.4
keras,dss1,DSS1,0.25,0.25
keras,palez,PALB2,0.0,0.0
keras,brcaz,BRCA2,0.0,0.0
keras,sycfs,SYCP3,0.0,0.0
keras,fadso,Rad59,0.4,0.4
keras,fadsa,Rad54,0.4,0.4
keras,fadla,Rad54,0.4,0.4
keras,d,D-loop,0.0,0.0
keras,pola,pol6,0.75,0.75
keras,blivi,BLM,0.0,0.0
keras,jakzs,JAK2/3,0.0,0.0
keras,p,+p,0.5,0.6666666666666666
keras,stat,STAT,0.0,0.0
keras,pka,PKA,0.0,0.0
keras,pcamp,cAMP,0.19999999999999996,0.2222222222222222
keras,shc,Shc,0.6666666666666667,0.6666666666666666
keras,grez,GRB2,0.0,0.0
keras,sos,SOS,0.0,0.0
keras,fas,Ras,0.6666666666666667,0.6666666666666666
keras,faf,Raf,0.6666666666666667,0.6666666666666666
keras,mekl,MEK1,0.0,0.0
keras,efkiz,ERK1/2,0.0,0.0
keras,ac,AC,0.0,0.0
keras,tp,+p,0.5,0.5
keras,foxo,FOXO,0.0,0.0
keras,nfkb,NFkB,0.25,0.25
keras,pkce,PKCC,0.0,0.0
keras,akt,Akt,0.6666666666666667,0.6666666666666666
keras,chemokine,chemokine,1.0,1.0
keras,chemoief,chemokineR,0.7,0.7777777777777778
keras,goi,Gai,0.33333333333333337,0.3333333333333333
keras,src,Src,0.6666666666666667,0.6666666666666666
keras,giy,GBy,0.33333333333333337,0.3333333333333333
keras,fisk,PI3K,0.0,0.0
keras,fisk,PI3K,0.0,0.0
keras,ikk,IKK,0.0,0.0
keras,ike,IkB,0.33333333333333337,0.3333333333333333
keras,dne,DNA,0.0,0.0
keras,bad,BAD,0.0,0.0
keras,prexl,P-Rex1,0.33333333333333337,0.36363636363636365
keras,gsks,GSK3,0.0,0.0
keras,dockz,DOCK2,0.0,0.0
keras,elvoi,ELMO1,0.0,0.0
keras,fac,Rac,0.6666666666666667,0.6666666666666666
keras,gog,Gaq,0.0,0.0
keras,grk,GRK,0.0,0.0
keras,bamestin,B-arrestin,0.6,0.6666666666666666
keras,flc,PLC,0.0,0.0
keras,itk,Itk,0.6666666666666667,0.6666666666666666
keras,vav,Vav,0.6666666666666667,0.6666666666666666
keras,tiaml,Tiam1,0.6,0.6
keras,pat,Par3,0.25,0.2857142857142857
keras,fkce,PKCC,0.0,0.0
keras,cdcaz,Cdc42,0.4,0.4
keras,pykz,Pyk2,0.5,0.5
keras,fak,FAK,0.0,0.0
keras,socas,p130Cas,0.2857142857142857,0.3333333333333333
keras,paxillin,Paxillin,0.875,0.875
keras,crk,Crk,0.6666666666666667,0.6666666666666666
keras,fhoa,RhoA,0.5,0.5
keras,ifs,IP3,0.0,0.0
keras,7t,Ca2+,0.0,0.0
keras,fasgfez,RasGRP2,0.2857142857142857,0.2857142857142857
keras,fapl,Rap1,0.5,0.5
keras,dig,DAG,0.0,0.0
keras,pkc,PKC,0.0,0.0
keras,pukz,Pyk2,0.25,0.25
keras,pafphox,p47phox,0.7142857142857143,0.7142857142857143
keras,nadfh,NADPH,0.0,0.0
keras,fak,FAK,0.0,0.0
keras,crk,Crk,0.6666666666666667,0.6666666666666666
keras,socas,p130Cas,0.2857142857142857,0.3333333333333333
keras,paxillin,Paxillin,0.875,0.875
keras,wasp,WASP,0.0,0.0
keras,rock,ROCK,0.0,0.0
keras,pakl,PAK1,0.0,0.0
keras,fikfyve,PIKFYVE,0.0,0.0
keras,tvels,TMEM55,0.0,0.0
keras,fifak,PIP4K,0.0,0.0
keras,fifsk,PIP5K,0.0,0.0
keras,81170s,3.1.3.95,0.125,0.14285714285714285
keras,pten,PTEN,0.0,0.0
keras,fiksc,PIK3C,0.0,0.0
keras,fiak,PI4K,0.0,0.0
keras,518,3.1.3.-,0.1428571428571429,0.2
keras,121278,3.1.3.36,0.125,0.14285714285714285
keras,fikfyte,PIKFYVE,0.0,0.0
keras,fiksce,PIK3C3,0.0,0.0
keras,pikscz,PIK3C2,0.0,0.0
keras,pten,PTEN,0.0,0.0
keras,11764,3.1.3.64,0.375,0.46153846153846156
keras,infpa,INPP4,0.0,0.0
keras,figp,PI(3)P,0.0,0.0
keras,fiss,"PI(3,4)P2",0.0,0.0
keras,pikscz,PIK3C2,0.0,0.0
keras,flc,PLC,0.0,0.0
keras,flc,PLC,0.0,0.0
keras,21238,3.1.3.36,0.25,0.3076923076923077
keras,ship,SHIP,0.0,0.0
keras,5175e,3.1.3.56,0.25,0.15384615384615385
keras,ipz,IP3 3K,0.0,0.0
keras,2111s1,2.7.1.151,0.4444444444444444,0.5333333333333333
keras,271,2.7.1.159,0.33333333333333337,0.5
keras,2111,2.7.1.151,0.4444444444444444,0.6153846153846154
keras,211151,2.7.1.151,0.5555555555555556,0.6666666666666666
keras,271140,2.7.1.140,0.6666666666666667,0.8
keras,212,3.1.3.66,0.125,0.18181818181818182
keras,718,3.1.3.64,0.125,0.18181818181818182
keras,125t,3.1.3.57,0.25,0.3333333333333333
keras,212,3.1.3.66,0.125,0.18181818181818182
keras,11858,3.1.3.56,0.25,0.3076923076923077
keras,21257,3.1.3.57,0.375,0.46153846153846156
keras,271,2.7.1.107,0.33333333333333337,0.5
keras,iper,IP3R,0.0,0.0
keras,fkc,PKC,0.0,0.0
keras,calmi,CALM,0.0,0.0
keras,plc,PLC,0.0,0.0
keras,z,2.7.8.11,0.0,0.0
keras,2t,2.7.4.21,0.125,0.2
keras,27,2.7.4.24,0.25,0.4
keras,2718,2.7.1.158,0.4444444444444444,0.6153846153846154
keras,zt,2.7.4.21,0.0,0.0
keras,27,2.7.4.24,0.25,0.4
keras,21225,3.1.3.25,0.375,0.46153846153846156
keras,81225,3.1.3.25,0.375,0.46153846153846156
keras,81325,3.1.3.25,0.5,0.6153846153846154
keras,2tt,2.7.7.41,0.125,0.18181818181818182
keras,pa,PA,0.0,0.0
keras,dg,DG,0.0,0.0
keras,cdpdg,CDP-DG,0.0,0.0
keras,fissf,PI(5)P,0.0,0.0
keras,fiasf,"PI94,5)P2",0.0,0.0
keras,pibsez,"PI(3,5)P2",0.0,0.0
keras,fiaf,PI(4)P,0.0,0.0
keras,fiz,"PI(3,4,5)P3",0.0,0.0
keras,fl8,"I(1,3,4)P3",0.0,0.0
keras,fl7aspa,"I(1,3,4,5)P4",0.0,0.0
keras,iflasops,"I(1,4,5,6)P4",0.0,0.0
keras,il9fa,"I(1,3)P2",0.0,0.0
keras,izs,"I(3,4)P2",0.0,0.0
keras,ifl,"I(1,4)P2",0.0,0.0
keras,flasp,"I(1,4,5)P3",0.0,0.0
keras,iflbasops,"I(1,3,4,5,6)P5",0.0,0.0
keras,irlf,I(1)P,0.0,0.0
keras,ifpifs,1PP-IP5,0.0,0.0
keras,ife,IP6,0.0,0.0
keras,ifl2a0ps,"I(1,3,4,5)P4",0.0,0.0
keras,sffifs,5PP-IP5,0.0,0.0
keras,ifs,IP8,0.0,0.0
keras,isp,I(3)P,0.0,0.0
keras,iap,I(4)P,0.0,0.0
keras,tgfi,TGFB,0.0,0.0
keras,tgfer,TGFBR,0.0,0.0
keras,tif,TfR,0.0,0.3333333333333333
keras,ftk,RTK,0.0,0.0
keras,dumamin,dynamin,0.7142857142857143,0.7142857142857143
keras,tp,+p,0.5,0.5
keras,sara,SARA,0.0,0.0
keras,s,Smad2/3,0.0,0.0
keras,cbl,Cbl,0.6666666666666667,0.6666666666666666
keras,cines,CIN85,0.0,0.0
keras,enoorn,endophilin,0.4,0.5
keras,epsin,Epsin,0.8,0.8
keras,efs1s,EPS15,0.19999999999999996,0.2
keras,spartin,Spartin,0.8571428571428572,0.8571428571428571
keras,1pz,AP-2,0.0,0.0
keras,anph,AMPH,0.0,0.0
keras,ehdz,EHD2,0.0,0.0
keras,ex,E3 ligase,0.0,0.18181818181818182
keras,nwasph,N-WASP,0.0,0.0
keras,arpze,Arp2/3,0.33333333333333337,0.36363636363636365
keras,wiff,WIPF,0.0,0.0
keras,faba,Rab4,0.5,0.5
keras,arfs,ARF6,0.0,0.0
keras,fipsk,PIP5K,0.0,0.0
keras,pld,PLD,0.0,0.0
keras,arf,Arf,0.6666666666666667,0.6666666666666666
keras,arigap,ArfGAP,0.16666666666666663,0.16666666666666666
keras,arigef,ArfGEF,0.16666666666666663,0.3333333333333333
keras,tf,Arf,0.33333333333333337,0.4
keras,gdf,GDP,0.0,0.0
keras,gtp,GTP,0.0,0.0
keras,gdp,GDP,0.0,0.0
keras,gtf,GTP,0.0,0.0
keras,fi,Pi,0.5,0.5
keras,hec,Hsc70,0.19999999999999996,0.25
keras,auxil,auxilin,0.7142857142857143,0.8333333333333334
keras,,Ub,0.0,0.0
keras,cafze,CAPZB,0.0,0.0
keras,cafza,CAPZA,0.0,0.0
keras,s,SWIP,0.0,0.0
keras,arpze,Arp2/3,0.33333333333333337,0.36363636363636365
keras,trash,WASH,0.0,0.0
keras,strump,Strump,0.8333333333333334,0.8333333333333334
keras,faniz1,FAM21,0.16666666666666663,0.18181818181818182
keras,ccdcse,CCDC53,0.0,0.0
keras,lb,Ub,0.5,0.5
keras,ubfy,UBPY,0.0,0.0
keras,ansh,AMSH,0.0,0.0
keras,fabt,Rab7,0.5,0.5
keras,staml,STAM,0.0,0.0
keras,hrs,Hrs,0.6666666666666667,0.6666666666666666
keras,,Ub,0.0,0.0
keras,pizip,PI(3)P,0.0,0.0
keras,escrto,ESCRT-0,0.0,0.0
keras,acfss,ACP33,0.0,0.0
keras,tlef,M6P,0.0,0.0
keras,clmpr,CI-MPR,0.0,0.0
keras,snxiz,SNX1/2,0.0,0.0
keras,snxs,SNX5,0.0,0.0
keras,,Ub,0.0,0.0
keras,ldl,LDL,0.0,0.0
keras,ldlr,LDLR,0.0,0.0
keras,gecr,GPCR,0.0,0.0
keras,afh,ARH,0.0,0.0
keras,gek,GRK,0.0,0.0
keras,dabz,Dab2,0.5,0.5
keras,barestin,B-arrestin,0.7,0.7777777777777778
keras,fabss,Rab35,0.4,0.4
keras,fabll,Rab11,0.4,0.4
keras,fifz,FIP2,0.0,0.0
keras,parz,PAR3,0.0,0.0
keras,pare,PAR6,0.0,0.0
keras,ooturin,protudin,0.625,0.6666666666666666
keras,kifs,KIF5,0.0,0.0
keras,erc,ERC,0.0,0.0
keras,rabaptins,rabaptin5,0.8888888888888888,0.8888888888888888
keras,faba,Rab4,0.5,0.5
keras,ehdi,EHD1,0.0,0.0
keras,fabzz,Rab22,0.4,0.4
keras,fablo,Rab10,0.4,0.4
keras,psas,VPS45,0.0,0.0
keras,fabs,Rab5,0.5,0.5
keras,eeal,EEA1,0.0,0.0
keras,ehda,EHD4,0.0,0.0
keras,rabipa,rabip4,0.8333333333333334,0.8333333333333334
keras,ehde,EHD3,0.0,0.0
keras,snx4,Snx4,0.75,0.75
keras,pibp,PI(3)P,0.0,0.0
keras,phez,pH 6.2,0.16666666666666663,0.2
keras,vpszo,VPS29,0.0,0.0
keras,vpsze,VPS26,0.0,0.0
keras,vpses,VPS35,0.0,0.0
keras,sn71z,Snx3/12,0.2857142857142857,0.3333333333333333
keras,alix,Alix,0.75,0.75
keras,mivb1z,MVB12,0.16666666666666663,0.18181818181818182
keras,eszs,VPS28,0.0,0.0
keras,tsg101,TSG101,0.5,0.5
keras,vpset,VPS37,0.0,0.0
keras,tesed,VPS36,0.0,0.0
keras,vpszz,VPS22,0.0,0.0
keras,vpszs,VPS25,0.0,0.0
keras,chves,CHMP5,0.0,0.0
keras,ist1,IST1,0.25,0.25
keras,chvfi,CHMP1,0.0,0.0
keras,chmpt,CHMP7,0.0,0.0
keras,escrti,ESCRT-I,0.0,0.0
keras,escrtii,ESCRT-II,0.0,0.0
keras,escrtii,ESCRT-III,0.0,0.0
keras,fabt,Rab7,0.5,0.5
keras,phsz,pH 5.2,0.16666666666666663,0.2
keras,lysosome,Lysosome,0.875,0.875
keras,chves,CHMP6,0.0,0.0
keras,chvpa,CHMP4,0.0,0.0
keras,chie,CHMP2,0.0,0.0
keras,chvfs,CHMP3,0.0,0.0
keras,pibsez,"PI(3,5)P2",0.0,0.0
keras,tfsa,VPS4,0.0,0.0
keras,vtal,VTA1,0.0,0.0
keras,atp,ATP,0.0,0.0
keras,adp,ADP,0.0,0.0
keras,,Ub,0.0,0.0
keras,ubfy,UBPY,0.0,0.0
keras,avsh,AMSH,0.0,0.0
keras,fabb,Rab8,0.5,0.5
keras,fabts,Rab35,0.4,0.4
keras,ehdi,EHD1,0.0,0.0
keras,arfs,ARF6,0.0,0.0
keras,fabll,Rab11,0.4,0.4
keras,fifs,FIP3,0.0,0.0
keras,aff,ARF6,0.0,0.0
keras,fifsk,PIP5K,0.0,0.0
keras,sc,Src,0.33333333333333337,0.4
keras,fas,Ras,0.6666666666666667,0.6666666666666666
keras,ilzr,IL-2R,0.0,0.0
keras,mhci,MHCI,0.0,0.0
keras,fhoa,RhoA,0.5,0.5
keras,fifz,PIP2,0.0,0.0
keras,lipid,lipid raft,0.5,0.6666666666666666
keras,fifs,PIP3,0.0,0.0
keras,hc,MHC I,0.0,0.0
keras,folf,FOLR,0.0,0.0
keras,caveolin,caveolin,1.0,1.0
keras,sic,Src,0.33333333333333337,0.3333333333333333
keras,tp,+p,0.5,0.5
keras,fiasfa,"PI(4,5)P2",0.0,0.0
keras,fiz,"PI(3,4,5)P3",0.0,0.0
keras,afkc,aPKC,0.25,0.25
keras,cdcaz,CDC42,0.0,0.0
keras,pld,PLD,0.0,0.0
keras,cyld,CYLD,0.0,0.0
keras,triizs,TRIM25,0.0,0.0
keras,fnfiz,RNF125,0.0,0.0
keras,isgls,ISG15,0.0,0.0
keras,atgs,Atg5,0.5,0.5
keras,tlz,Atg12,0.19999999999999996,0.25
keras,rigi,RIG-I,0.0,0.0
keras,nlfai,NLRX1,0.0,0.0
keras,vite,MITA,0.0,0.0
keras,lgpz,LGP2,0.0,0.0
keras,dak,DAK,0.0,0.0
keras,fnfizs,RNF125,0.0,0.0
keras,midas,MDA5,0.0,0.0
keras,ifsl,IPS-1,0.0,0.0
keras,duba,DUBA,0.0,0.0
keras,trafe,TRAF3,0.0,0.0
keras,tradd,TRADD,0.0,0.0
keras,tank,TANK,0.0,0.0
keras,napi,NAP1,0.0,0.0
keras,sintbad,SINTBAD,0.0,0.0
keras,fadd,FADD,0.0,0.0
keras,fifl,RIP1,0.0,0.0
keras,trafz,TRAF2,0.0,0.0
keras,takl,TAK1,0.0,0.0
keras,trafe,TRAF6,0.0,0.0
keras,mekkl,MEKK1,0.0,0.0
keras,sike,SIKE,0.0,0.0
keras,ddxix,DDX3X,0.0,0.0
keras,pini,PIN1,0.0,0.0
keras,ikke,IKKE,0.0,0.0
keras,tbki,TBK1,0.0,0.0
keras,ikky,IKKy,0.25,0.25
keras,iffs,IRF-3,0.0,0.0
keras,ifflt,IRF-7,0.0,0.0
keras,casps,CASP8,0.0,0.0
keras,caspio,CASP10,0.0,0.0
keras,ikky,IKKy,0.25,0.25
keras,ikko,IKKa,0.0,0.0
keras,ikke,IKKB,0.0,0.0
keras,ike,IkB,0.33333333333333337,0.3333333333333333
keras,nfke,NFkB,0.25,0.25
keras,jnk,JNK,0.0,0.0
keras,ptx,p38,0.33333333333333337,0.3333333333333333
keras,ifnoc,IFNa,0.0,0.0
keras,ifng,IFNB,0.0,0.0
keras,ifnw,IFNw,0.25,0.25
keras,ifne,IFNE,0.0,0.0
keras,ifink,IFNk,0.19999999999999996,0.2222222222222222
keras,,IL-8,0.0,0.0
keras,tnfa,TNFa,0.25,0.25
keras,il1z,IL-12,0.19999999999999996,0.2222222222222222
keras,if10,IP10,0.5,0.5
keras,dna,DNA,0.0,0.0
keras,dna,DNA,0.0,0.0
keras,vlafk,MAPK,0.0,0.0
keras,dlliia,DLL1/4,0.0,0.0
keras,notchz,Notch3,0.6666666666666667,0.6666666666666666
keras,ifnly,IFN-y,0.19999999999999996,0.2
keras,ifnyr,IFNyR,0.19999999999999996,0.2
keras,jakiz,JAK1/2,0.0,0.0
keras,il1z,IL-12,0.19999999999999996,0.2222222222222222
keras,ilizr,IL-12R,0.0,0.0
keras,jakz,JAK2,0.0,0.0
keras,tykz,TYK2,0.0,0.0
keras,cda,CD4,0.0,0.0
keras,lck,Lck,0.6666666666666667,0.6666666666666666
keras,cdie,CD3e,0.25,0.25
keras,cdey,CD3y,0.25,0.25
keras,mhcii,MHCII,0.0,0.0
keras,tcra,TCRa,0.25,0.25
keras,tcre,TCRB,0.0,0.0
keras,cdet,CD3C,0.0,0.0
keras,cdse,CD3C,0.0,0.0
keras,cdee,CD36,0.0,0.0
keras,cdie,CD3e,0.25,0.25
keras,lat,LAT,0.0,0.0
keras,zapso,ZAP70,0.0,0.0
keras,plcyl,PLCy1,0.19999999999999996,0.2
keras,ilz,IL-2,0.0,0.0
keras,ilzr,IL-2R,0.0,0.0
keras,jakis,JAK1/3,0.0,0.0
keras,il4,IL-4,0.25,0.2857142857142857
keras,ilaf,IL-4R,0.0,0.0
keras,jakis,JAK1/3,0.0,0.0
keras,jaggedlz,Jagged1/2,0.5555555555555556,0.5882352941176471
keras,notchliz,Notch1/2,0.5,0.5
keras,stat1,STAT1,0.19999999999999996,0.2
keras,stata,STAT4,0.0,0.0
keras,can,CaN,0.33333333333333337,0.3333333333333333
keras,nfat,NFAT,0.0,0.0
keras,fkce,PKC8,0.0,0.0
keras,ikk,IKK,0.0,0.0
keras,nfkb,NFkB,0.25,0.25
keras,ike,IkB,0.33333333333333337,0.3333333333333333
keras,efk,ERK,0.0,0.0
keras,fos,Fos,0.6666666666666667,0.6666666666666666
keras,ptz,p38,0.33333333333333337,0.3333333333333333
keras,jnk,JNK,0.0,0.0
keras,jun,Jun,0.6666666666666667,0.6666666666666666
keras,s,STAT5,0.0,0.0
keras,state,STAT6,0.0,0.0
keras,gatas,Gata3,0.6,0.6
keras,vlaf,c-Maf,0.4,0.4444444444444444
keras,vlavill,MAML1,0.0,0.0
keras,fbpi,RBPJ,0.0,0.0
keras,tbet,T-Bet,0.4,0.4444444444444444
keras,vlavill,MAML1,0.0,0.0
keras,rbpi,RBPJ,0.0,0.0
keras,pso,p50,0.33333333333333337,0.3333333333333333
keras,cfel,c-Rel,0.6,0.6666666666666666
keras,tbet,T-Bet,0.4,0.4444444444444444
keras,ifny,IFN-y,0.19999999999999996,0.2222222222222222
keras,ilizfb,IL-12Rb,0.1428571428571429,0.15384615384615385
keras,funxs,RUNX3,0.0,0.0
